201703sci:/work/03946/hetdex/maverick/20170301/virus/virus0000010/exp03/virus/20170301T091957.0_105LL_sci.fits HS51 367.049709312 398.387397303 57813.3888549381 15.0663 52.237624 67.021129  -110.045768 6.70777777777778
201712sci:/work/03946/hetdex/maverick/20171228/virus/virus0000019/exp03/virus/20171228T093112.9_105LL_sci.fits HS0072_000_E 367.699334656 404.019008799 58115.3966781963 11.57128 51.1279 69.361975  -110.008088013623 11.2222222222222
201801sci:/work/03946/hetdex/maverick/20180112/virus/virus0000009/exp03/virus/20180112T073315.4_093LL_sci.fits HS0001_000_E 367.198334208 403.789807259 58130.3147617765 10.76669 51.1279 69.351704 -105.010003763717 3.70444444444444
201801sci:/work/03946/hetdex/maverick/20180112/virus/virus0000010/exp03/virus/20180112T075939.1_093LL_sci.fits HS0022_000_E 367.597497856 403.757845957 58130.3330922597 11.00469 51.1279 69.351704 -105.005817763507 3.39888888888889
201801sci:/work/03946/hetdex/maverick/20180112/virus/virus0000011/exp03/virus/20180112T082337.1_093LL_sci.fits HS0055_000_E 366.850314496 403.689383284 58130.3497358952 11.37869 51.1279 69.351704 -105.001631763298 3.33777777777778
201801sci:/work/03946/hetdex/maverick/20180112/virus/virus0000012/exp03/virus/20180112T084808.7_093LL_sci.fits HS0099_000_E 366.848886528 403.386260599 58130.3667679327 11.87728 51.1279 69.361226 -105.010003763717 4.05444444444444
201801sci:/work/03946/hetdex/maverick/20180113/virus/virus0000011/exp03/virus/20180113T072301.4_093LL_sci.fits HS0002_000_E 367.147706624 402.835204646 58131.3076556856 10.778 51.1279 69.353631 -105.010003763717 6.60111111111111
201801sci:/work/03946/hetdex/maverick/20180113/virus/virus0000012/exp03/virus/20180113T074726.7_093LL_sci.fits HS0013_000_E 366.849315584 402.966052537 58131.3246156289 10.90269 51.1279 69.353631 -105.001631763298 6.55611111111111
201801sci:/work/03946/hetdex/maverick/20180113/virus/virus0000014/exp03/virus/20180113T083937.4_093LL_sci.fits HS0087_000_E 368.59927552 405.762856164 58131.3608503146 11.74128 51.1279 69.364007 -105.014189763926 6.96111111111111
201801sci:/work/03946/hetdex/maverick/20180113/virus/virus0000015/exp03/virus/20180113T090355.0_093LL_sci.fits HS0098_000_E 369.049128192 405.113467467 58131.3777199574 11.866 51.1279 69.364007 -105.001631763298 6.40333333333333
201801sci:/work/03946/hetdex/maverick/20180114/virus/virus0000012/exp03/virus/20180114T073459.7_093LL_sci.fits HS0003_000_E 368.049768448 404.940580579 58132.315969904 10.78928 51.1279 69.351704 -105.001631763298 8.36944444444444
201801sci:/work/03946/hetdex/maverick/20180114/virus/virus0000014/exp03/virus/20180114T082846.9_093LL_sci.fits HS0073_000_E 367.848009216 404.715297319 58132.3533212575 11.58269 51.1279 69.361975 -105.001631763298 8.55277777777778
201801sci:/work/03946/hetdex/maverick/20180115/virus/virus0000010/exp03/virus/20180115T073452.7_093LL_sci.fits HS0004_000_E 367.449629696 404.289701561 58133.3158887499 10.80069 51.1279 69.352347 -105.010003763717 7.495
201801sci:/work/03946/hetdex/maverick/20180115/virus/virus0000011/exp03/virus/20180115T080054.5_093LL_sci.fits HS0042_000_E 367.148080384 403.681850647 58133.3339643576 11.23128 51.1279 69.35224 -105.005817763507 7.45388888888889
201801sci:/work/03946/hetdex/maverick/20180115/virus/virus0000012/exp03/virus/20180115T083015.1_093LL_sci.fits HS0079_000_E 366.84963072 403.515822917 58133.3543420401 11.65069 51.1279 69.360798 -105.005817763507 7.53
201801sci:/work/03946/hetdex/maverick/20180119/virus/virus0000016/exp03/virus/20180119T074303.8_093LL_sci.fits HS0017_000_E 367.250586112 404.090748008 58137.3215725468 10.948 51.1279 69.354379 -105.001631763298 4.84666666666666
201801sci:/work/03946/hetdex/maverick/20180119/virus/virus0000017/exp03/virus/20180119T081134.1_093LL_sci.fits HS0071_000_E 487.098330112 521.96654984 58137.3413672671 11.56 51.1279 69.354272 -105.001631763298 5.10333333333333
201801sci:/work/03946/hetdex/maverick/20180120/virus/virus0000009/exp03/virus/20180120T080603.3_093LL_sci.fits HS0082_000_E 367.948923136 404.764771716 58138.3375392547 11.68469 51.1279 69.362832 -105.005817763507 10.4122222222222
201801sci:/work/03946/hetdex/maverick/20180123/virus/virus0000008/exp03/virus/20180123T065852.0_093LL_sci.fits HS0005_000_E 366.749437952 401.658746448 58141.290880084 10.812 51.1279 69.35149 -105.014189763926 1.55611111111111
201801sci:/work/03946/hetdex/maverick/20180123/virus/virus0000010/exp03/virus/20180123T074850.2_093LL_sci.fits HS0068_000_E 366.950237696 401.788947636 58141.325581918 11.526 51.1279 69.362725 -105.014189763926 1.14333333333333
201801sci:/work/03946/hetdex/maverick/20180124/virus/virus0000011/exp03/virus/20180124T075001.7_093LL_sci.fits HS0074_000_E 367.349603584 402.986756151 58142.3264091443 11.594 51.1279 69.360905 -105.010003763717 3.33333333333333
201802sci:/work/03946/hetdex/maverick/20180202/virus/virus0000005/exp03/virus/20180202T061708.4_105LL_sci.fits HS0006_000_E 106.999212544 142.335418924 58151.2619029465 10.82328 51.1279 69.355556  -100.01610551402 3.59222222222222
