201701sci:/work/03946/hetdex/maverick/20170103/virus/virus0000002/exp03/virus/20170103T112218.8_105LL_sci.fits COS10_W_000_W 364.99929984 395.087538 57756.4738290752 9.9924 1.886055 212.198053  -110.03321 7.005
201701sci:/work/03946/hetdex/maverick/20170103/virus/virus0000003/exp03/virus/20170103T114854.4_105LL_sci.fits COS64_W 365.1494144 395.298388 57756.4922969812 10.0323 2.483722 213.731265  -110.008094 7.165
201701sci:/work/03946/hetdex/maverick/20170105/virus/virus0000008/exp03/virus/20170105T081941.3_105LL_sci.fits COS57_E 365.34888832 395.387238 57758.3470058739 9.9848 2.591758 146.000192  -110.020652 10.6783333333333
201701sci:/work/03946/hetdex/maverick/20170105/virus/virus0000009/exp03/virus/20170105T085118.6_105LL_sci.fits COS19_E_000_E 362.648684544 394.243073 57758.368965684 9.9981 2.090136 147.273449  -110.029024 10.8288888888889
201701sci:/work/03946/hetdex/maverick/20170105/virus/virus0000010/exp03/virus/20170105T111502.4_105LL_sci.fits COS1_W 364.95066368 394.661994 57758.4687778605 9.9858 1.786439 211.93382  -110.03321 9.65333333333333
201701sci:/work/03946/hetdex/maverick/20170105/virus/virus0000011/exp03/virus/20170105T114400.1_105LL_sci.fits COS14_W 365.049580544 395.288724 57758.4888906879 10.0191 1.886055 212.19548  -110.029024 9.51777777777778
201701sci:/work/03946/hetdex/maverick/20170106/virus/virus0000001/exp03/virus/20170106T081721.6_105LL_sci.fits COS18_E 365.299007744 395.233782 57759.3453889503 9.9914 2.090136 147.274812  -110.041582 9.82055555555555
201701sci:/work/03946/hetdex/maverick/20170106/virus/virus0000002/exp03/virus/20170106T084720.0_105LL_sci.fits COS10_E 364.949517312 394.587751 57759.3662047 9.9914 1.989807 147.535585  -110.024838 9.07333333333333
201701sci:/work/03946/hetdex/maverick/20170106/virus/virus0000003/exp03/virus/20170106T113932.3_105LL_sci.fits COS19_W 365.250134016 394.987244 57759.4857905563 9.9992 1.98525 212.457043  -110.045768 7.95555555555555
201701sci:/work/03946/hetdex/maverick/20170107/virus/virus0000012/exp03/virus/20170107T081901.0_105LL_sci.fits COS11_E 365.299582464 395.062828 57760.346539434 9.9981 1.989807 147.535505  -110.037396 -5.81833333333333
201701sci:/work/03946/hetdex/maverick/20170107/virus/virus0000013/exp03/virus/20170107T085022.5_105LL_sci.fits COS13_E 364.899364608 395.138566 57760.3683171072 10.0114 1.989807 147.535505  -110.024838 -5.19611111111111
201701sci:/work/03946/hetdex/maverick/20170124/virus/virus0000013/exp03/virus/20170124T074201.2_105LL_sci.fits COS37_E 6.851675904 402.887151 57777.3208476454 10.0113 2.290796 146.761246  -105.035126 14.0111111111111
201701sci:/work/03946/hetdex/maverick/20170127/virus/virus0000007/exp03/virus/20170127T064320.2_105LL_sci.fits COS53_E 7.000697856 400.986324 57780.2800953877 10.0113 2.491428 146.255391  -104.96815 2.13666666666666
201701sci:/work/03946/hetdex/maverick/20170127/virus/virus0000008/exp03/virus/20170127T071925.7_105LL_sci.fits COS37_E 7.100692224 400.318678 57780.3051592158 10.0113 2.290796 146.761246  -105.039312 2.86111111111111
201701sci:/work/03946/hetdex/maverick/20170129/virus/virus0000002/exp03/virus/20170129T070310.6_105LL_sci.fits COS54_E_000_E 364.849494528 394.584097 57782.2938731122 10.0181 2.491428 146.254992  -105.03094 1.31222222222222
201701sci:/work/03946/hetdex/maverick/20170130/virus/virus0000023/exp03/virus/20170130T093901.3_105LL_sci.fits COS37_W-000 362.648365824 392.313518 57783.4020988215 10.0123 2.184847 212.971857  -105.039312 5.69888888888889
201701sci:/work/03946/hetdex/maverick/20170130/virus/virus0000024/exp03/virus/20170130T100716.3_105LL_sci.fits COS54_W-000 365.249595648 395.315202 57783.4217174733 10.019 2.384079 213.478704  -105.026754 5.53777777777778
201701sci:/work/03946/hetdex/maverick/20170131/virus/virus0000032/exp03/virus/20170131T065128.1_105LL_sci.fits COS46_E-000 364.95233152 395.061046 57784.2857423089 10.0181 2.391126 146.50796  -105.05187 7.96111111111111
201701sci:/work/03946/hetdex/maverick/20170131/virus/virus0000034/exp03/virus/20170131T094346.6_105LL_sci.fits COS38_W-000 364.999277568 394.734414 57784.4054014166 10.019 2.184847 212.971697  -105.026754 7.415
201702sci:/work/03946/hetdex/maverick/20170202/virus/virus0000002/exp03/virus/20170202T062959.8_093LL_sci.fits COS53b_E 364.899329792 394.7881 57786.2708312641 10.0113 2.491428 146.254992  -105.043498 11.4672222222222
201702sci:/work/03946/hetdex/maverick/20170202/virus/virus0000003/exp03/virus/20170202T065655.6_093LL_sci.fits COS37b_E 362.64960512 392.363513 57786.2895329297 10.0113 2.290796 146.761246  -105.043498 11.8211111111111
201702sci:/work/03946/hetdex/maverick/20170221/virus/virus0000010/exp03/virus/20170221T051214.8_093LL_sci.fits COS53c_E 368.197284608 401.688307787 57805.2168387808 10.0113 2.491428 146.255551  -110.020652 7.59222222222222
201702sci:/work/03946/hetdex/maverick/20170221/virus/virus0000015/exp03/virus/20170221T082442.2_093LL_sci.fits COS53b_W 366.600260352 399.162621814 57805.3504891973 10.0123 2.384079 213.478224  -110.029024 6.74444444444444
201702sci:/work/03946/hetdex/maverick/20170222/virus/virus0000007/exp03/virus/20170222T050939.3_093LL_sci.fits COS37c_E 367.047847936 399.585467676 57806.215038504 10.0113 2.290796 146.764367  -110.037396 12.7344444444444
201702sci:/work/03946/hetdex/maverick/20170222/virus/virus0000008/exp03/virus/20170222T053838.0_093LL_sci.fits COS45_E 367.899215872 400.461204231 57806.2351629394 10.0113 2.391126 146.510199  -110.020652 12.5361111111111
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000007/exp03/virus/20170225T051515.3_093LL_sci.fits COS38_E3907 367.799291904 399.812454981 57809.2189277667 10.0181 2.290796 146.762767  -110.024838 7.415
201703sci:/work/03946/hetdex/maverick/20170321/virus/virus0000012/exp03/virus/20170321T064245.5_105LL_sci.fits COS37b_W 366.599248384 398.660044908 57833.2796937567 10.0124 2.184444 212.969933  -105.005824 19.1394444444444
201703sci:/work/03946/hetdex/maverick/20170322/virus/virus0000010/exp03/virus/20170322T064427.8_105LL_sci.fits COS53c_W 367.350671104 399.804747342 57834.2808776712 10.0124 2.383667 213.478544  -105.005824 19.5738888888889
