1.60171 +0.332581 DEXfl0389
1.62021 +0.332533 DEXfl0390
1.63871 +0.332478 DEXfl0391
1.65721 +0.332417 DEXfl0392
1.67572 +0.332347 DEXfl0393
1.69423 +0.332269 DEXfl0394
1.71274 +0.332183 DEXfl0395
1.73127 +0.332089 DEXfl0396
1.74979 +0.331989 DEXfl0397
1.76833 +0.331881 DEXfl0398
1.80541 +0.331639 DEXfl0399
1.16676 +0.497158 DEXfl0400
1.18532 +0.497364 DEXfl0401
1.20386 +0.497556 DEXfl0402
1.22241 +0.497736 DEXfl0403
1.24094 +0.497906 DEXfl0404
1.25947 +0.498064 DEXfl0405
1.278 +0.498208 DEXfl0406
1.29651 +0.498344 DEXfl0407
1.31503 +0.498467 DEXfl0408
1.33354 +0.498578 DEXfl0409
1.35204 +0.498675 DEXfl0410
1.37055 +0.498764 DEXfl0411
1.38904 +0.498839 DEXfl0412
1.40754 +0.498903 DEXfl0413
1.42604 +0.498956 DEXfl0414
1.44453 +0.498997 DEXfl0415
1.46302 +0.499025 DEXfl0416
1.48151 +0.499042 DEXfl0417
1.5 +0.49905 DEXfl0418
1.51849 +0.499042 DEXfl0419
1.53698 +0.499025 DEXfl0420
1.55547 +0.498997 DEXfl0421
1.57396 +0.498956 DEXfl0422
1.59246 +0.498903 DEXfl0423
1.61096 +0.498839 DEXfl0424
1.62946 +0.498764 DEXfl0425
1.64796 +0.498675 DEXfl0426
1.66646 +0.498578 DEXfl0427
1.68497 +0.498467 DEXfl0428
1.70349 +0.498344 DEXfl0429
1.722 +0.498208 DEXfl0430
1.74053 +0.498064 DEXfl0431
1.75906 +0.497906 DEXfl0432
1.77759 +0.497736 DEXfl0433
1.79614 +0.497556 DEXfl0434
1.81469 +0.497364 DEXfl0435
1.16667 +0.635253 DEXfl0696
1.20007 +0.635711 DEXfl0697
1.23345 +0.636122 DEXfl0698
1.26682 +0.636486 DEXfl0699
1.30016 +0.6368 DEXfl0700
1.33349 +0.637067 DEXfl0701
1.36681 +0.637283 DEXfl0702
1.40011 +0.637453 DEXfl0703
1.43341 +0.637572 DEXfl0704
1.46671 +0.637644 DEXfl0705
1.5 +0.637669 DEXfl0706
1.53329 +0.637644 DEXfl0707
1.56659 +0.637572 DEXfl0708
1.59989 +0.637453 DEXfl0709
1.63319 +0.637283 DEXfl0710
1.66651 +0.637067 DEXfl0711
1.69984 +0.6368 DEXfl0712
1.73318 +0.636486 DEXfl0713
1.76655 +0.636122 DEXfl0714
1.79993 +0.635711 DEXfl0715
1.16667 -0.303806 DEXfl0716
1.20007 -0.304025 DEXfl0717
1.23345 -0.304222 DEXfl0718
1.26682 -0.304397 DEXfl0719
1.30016 -0.304547 DEXfl0720
1.33349 -0.304675 DEXfl0721
1.36681 -0.304778 DEXfl0722
1.40011 -0.304858 DEXfl0723
1.43341 -0.304917 DEXfl0724
1.46671 -0.30495 DEXfl0725
1.5 -0.304961 DEXfl0726
1.53329 -0.30495 DEXfl0727
1.56659 -0.304917 DEXfl0728
1.59989 -0.304858 DEXfl0729
1.63319 -0.304778 DEXfl0730
1.66651 -0.304675 DEXfl0731
1.69984 -0.304547 DEXfl0732
1.73318 -0.304397 DEXfl0733
1.76655 -0.304222 DEXfl0734
1.79993 -0.304025 DEXfl0735
0.616884 -0.166067 DEXfl1006
0.648361 -0.166153 DEXfl1007
0.666871 -0.166192 DEXfl1008
0.685376 -0.166222 DEXfl1009
0.777861 -0.166331 DEXfl1010
0.796353 -0.166339 DEXfl1011
0.814843 -0.166344 DEXfl1012
0.888805 -0.166331 DEXfl1013
0.907298 -0.166317 DEXfl1014
0.944289 -0.166278 DEXfl1015
0.98129 -0.166222 DEXfl1016
0.999796 -0.166192 DEXfl1017
1.01831 -0.166153 DEXfl1018
1.03682 -0.166114 DEXfl1019
1.05534 -0.166067 DEXfl1020
1.07386 -0.166019 DEXfl1021
1.09239 -0.165967 DEXfl1022
1.11093 -0.165911 DEXfl1023
1.12947 -0.16585 DEXfl1024
1.14802 -0.165786 DEXfl1025
0.648361 +0.166153 DEXfl1026
0.666871 +0.166192 DEXfl1027
0.703878 +0.166253 DEXfl1028
0.722378 +0.166278 DEXfl1029
0.740874 +0.1663 DEXfl1030
0.796353 +0.166339 DEXfl1031
0.814843 +0.166344 DEXfl1032
0.833333 +0.166347 DEXfl1033
0.870314 +0.166339 DEXfl1034
0.907298 +0.166317 DEXfl1035
0.925793 +0.1663 DEXfl1036
0.944289 +0.166278 DEXfl1037
0.98129 +0.166222 DEXfl1038
0.999796 +0.166192 DEXfl1039
1.01831 +0.166153 DEXfl1040
1.03682 +0.166114 DEXfl1041
1.07386 +0.166019 DEXfl1042
1.09239 +0.165967 DEXfl1043
1.11093 +0.165911 DEXfl1044
1.12947 +0.16585 DEXfl1045
1.14802 +0.165786 DEXfl1046
0.639105 +0.332269 DEXfl1047
0.657616 +0.332347 DEXfl1048
0.676124 +0.332417 DEXfl1049
0.694628 +0.332478 DEXfl1050
0.713128 +0.332533 DEXfl1051
0.731626 +0.332581 DEXfl1052
0.750122 +0.332619 DEXfl1053
0.768615 +0.33265 DEXfl1054
0.787107 +0.332672 DEXfl1055
0.805598 +0.332689 DEXfl1056
0.824088 +0.332697 DEXfl1057
0.842578 +0.332697 DEXfl1058
0.861069 +0.332689 DEXfl1059
0.879559 +0.332672 DEXfl1060
0.898051 +0.33265 DEXfl1061
0.916545 +0.332619 DEXfl1062
0.935041 +0.332581 DEXfl1063
0.972039 +0.332478 DEXfl1064
0.990543 +0.332417 DEXfl1065
1.00905 +0.332347 DEXfl1066
1.02756 +0.332269 DEXfl1067
1.04608 +0.332183 DEXfl1068
1.0646 +0.332089 DEXfl1069
1.08313 +0.331989 DEXfl1070
1.10166 +0.331881 DEXfl1071
1.1202 +0.331764 DEXfl1072
1.13874 +0.331639 DEXfl1073
0.574275 +0.497906 DEXfl1074
0.592805 +0.498064 DEXfl1075
0.611329 +0.498208 DEXfl1076
0.629847 +0.498344 DEXfl1077
0.648361 +0.498467 DEXfl1078
0.666871 +0.498578 DEXfl1079
0.685376 +0.498675 DEXfl1080
0.703878 +0.498764 DEXfl1081
0.722378 +0.498839 DEXfl1082
0.740874 +0.498903 DEXfl1083
0.759369 +0.498956 DEXfl1084
0.777861 +0.498997 DEXfl1085
0.796353 +0.499025 DEXfl1086
0.814843 +0.499042 DEXfl1087
0.833333 +0.49905 DEXfl1088
0.851823 +0.499042 DEXfl1089
0.870314 +0.499025 DEXfl1090
0.888805 +0.498997 DEXfl1091
0.907298 +0.498956 DEXfl1092
0.925793 +0.498903 DEXfl1093
0.944289 +0.498839 DEXfl1094
0.962788 +0.498764 DEXfl1095
0.98129 +0.498675 DEXfl1096
0.999796 +0.498578 DEXfl1097
1.01831 +0.498467 DEXfl1098
1.03682 +0.498344 DEXfl1099
1.05534 +0.498208 DEXfl1100
1.07386 +0.498064 DEXfl1101
1.09239 +0.497906 DEXfl1102
1.11093 +0.497736 DEXfl1103
1.12947 +0.497556 DEXfl1104
1.14802 +0.497364 DEXfl1105
0.566788 +0.636122 DEXfl1340
0.600151 +0.636486 DEXfl1341
0.633495 +0.6368 DEXfl1342
0.666825 +0.637067 DEXfl1343
0.700142 +0.637283 DEXfl1344
0.733448 +0.637453 DEXfl1345
0.766748 +0.637572 DEXfl1346
0.800042 +0.637644 DEXfl1347
0.833333 +0.637669 DEXfl1348
0.866625 +0.637644 DEXfl1349
0.899919 +0.637572 DEXfl1350
0.933218 +0.637453 DEXfl1351
0.966525 +0.637283 DEXfl1352
0.999842 +0.637067 DEXfl1353
1.03317 +0.6368 DEXfl1354
1.06652 +0.636486 DEXfl1355
1.09988 +0.636122 DEXfl1356
1.13326 +0.635711 DEXfl1357
0.566788 -0.304222 DEXfl1358
0.600151 -0.304397 DEXfl1359
0.633495 -0.304547 DEXfl1360
0.666825 -0.304675 DEXfl1361
0.700142 -0.304778 DEXfl1362
0.733448 -0.304858 DEXfl1363
0.766748 -0.304917 DEXfl1364
0.800042 -0.30495 DEXfl1365
0.833333 -0.304961 DEXfl1366
0.866625 -0.30495 DEXfl1367
0.899919 -0.304917 DEXfl1368
0.933218 -0.304858 DEXfl1369
0.966525 -0.304778 DEXfl1370
0.999842 -0.304675 DEXfl1371
1.03317 -0.304547 DEXfl1372
1.06652 -0.304397 DEXfl1373
1.09988 -0.304222 DEXfl1374
1.13326 -0.304025 DEXfl1375
1.83343 -0.165717 DEXfl1654
1.85198 -0.165786 DEXfl1655
1.87609 -0.151961 DEXfl1656
1.90761 -0.165967 DEXfl1657
1.92614 -0.166019 DEXfl1658
1.94466 -0.166067 DEXfl1659
2.0002 -0.166192 DEXfl1660
2.07421 -0.1663 DEXfl1661
2.14818 -0.166344 DEXfl1662
2.31462 -0.166222 DEXfl1663
2.35164 -0.166153 DEXfl1664
1.86126 +0 DEXfl1665
2.24988 +0 DEXfl1666
2.28687 +0 DEXfl1667
2.30537 +0 DEXfl1668
2.34238 +0 DEXfl1669
2.4072 +0.0555556 DEXfl1670
1.83343 +0.165717 DEXfl1671
1.85198 +0.165786 DEXfl1672
1.87053 +0.16585 DEXfl1673
1.88907 +0.165911 DEXfl1674
1.90761 +0.165967 DEXfl1675
1.92614 +0.166019 DEXfl1676
1.94466 +0.166067 DEXfl1677
1.98169 +0.166153 DEXfl1678
2.0002 +0.166192 DEXfl1679
2.01871 +0.166222 DEXfl1680
2.03721 +0.166253 DEXfl1681
2.05571 +0.166278 DEXfl1682
2.0927 +0.166317 DEXfl1683
2.11119 +0.166331 DEXfl1684
2.12969 +0.166339 DEXfl1685
2.16667 +0.166347 DEXfl1686
2.18516 +0.166344 DEXfl1687
2.22214 +0.166331 DEXfl1688
2.25913 +0.1663 DEXfl1689
2.27762 +0.166278 DEXfl1690
2.29612 +0.166253 DEXfl1691
2.33313 +0.166192 DEXfl1692
2.35164 +0.166153 DEXfl1693
2.37015 +0.166114 DEXfl1694
2.38867 +0.166067 DEXfl1695
1.89834 +0.331881 DEXfl1696
1.9354 +0.332089 DEXfl1697
1.97244 +0.332269 DEXfl1698
1.99095 +0.332347 DEXfl1699
2.00946 +0.332417 DEXfl1700
2.02796 +0.332478 DEXfl1701
2.04646 +0.332533 DEXfl1702
2.06496 +0.332581 DEXfl1703
2.08346 +0.332619 DEXfl1704
2.10195 +0.33265 DEXfl1705
2.12044 +0.332672 DEXfl1706
2.13893 +0.332689 DEXfl1707
2.15742 +0.332697 DEXfl1708
2.17591 +0.332697 DEXfl1709
2.1944 +0.332689 DEXfl1710
2.21289 +0.332672 DEXfl1711
2.23138 +0.33265 DEXfl1712
2.26837 +0.332581 DEXfl1713
2.28687 +0.332533 DEXfl1714
2.30537 +0.332478 DEXfl1715
2.32388 +0.332417 DEXfl1716
2.34238 +0.332347 DEXfl1717
2.3609 +0.332269 DEXfl1718
2.37941 +0.332183 DEXfl1719
2.39793 +0.332089 DEXfl1720
1.83343 +0.497158 DEXfl1721
1.85198 +0.497364 DEXfl1722
1.87053 +0.497556 DEXfl1723
1.88907 +0.497736 DEXfl1724
1.90761 +0.497906 DEXfl1725
1.92614 +0.498064 DEXfl1726
1.94466 +0.498208 DEXfl1727
1.96318 +0.498344 DEXfl1728
1.98169 +0.498467 DEXfl1729
2.0002 +0.498578 DEXfl1730
2.01871 +0.498675 DEXfl1731
2.03721 +0.498764 DEXfl1732
2.05571 +0.498839 DEXfl1733
2.07421 +0.498903 DEXfl1734
2.0927 +0.498956 DEXfl1735
2.11119 +0.498997 DEXfl1736
2.12969 +0.499025 DEXfl1737
2.14818 +0.499042 DEXfl1738
2.16667 +0.49905 DEXfl1739
2.18516 +0.499042 DEXfl1740
2.20365 +0.499025 DEXfl1741
2.22214 +0.498997 DEXfl1742
2.24063 +0.498956 DEXfl1743
2.25913 +0.498903 DEXfl1744
2.27762 +0.498839 DEXfl1745
2.29612 +0.498764 DEXfl1746
2.31462 +0.498675 DEXfl1747
2.33313 +0.498578 DEXfl1748
2.35164 +0.498467 DEXfl1749
2.37015 +0.498344 DEXfl1750
2.38867 +0.498208 DEXfl1751
2.4072 +0.498064 DEXfl1752
2.42572 +0.497906 DEXfl1753
1.82405 +0.331364 DEXfl1994
1.82405 +0 DEXfl1995
1.83333 +0.635253 DEXfl1996
1.86674 +0.635711 DEXfl1997
1.90012 +0.636122 DEXfl1998
1.93348 +0.636486 DEXfl1999
1.96683 +0.6368 DEXfl2000
2.00016 +0.637067 DEXfl2001
2.03347 +0.637283 DEXfl2002
2.06678 +0.637453 DEXfl2003
2.10008 +0.637572 DEXfl2004
2.13338 +0.637644 DEXfl2005
2.16667 +0.637669 DEXfl2006
2.19996 +0.637644 DEXfl2007
2.23325 +0.637572 DEXfl2008
2.26655 +0.637453 DEXfl2009
2.29986 +0.637283 DEXfl2010
2.33318 +0.637067 DEXfl2011
2.3665 +0.6368 DEXfl2012
2.39985 +0.636486 DEXfl2013
2.43321 +0.636122 DEXfl2014
1.83333 -0.303806 DEXfl2015
1.86674 -0.304025 DEXfl2016
1.90012 -0.304222 DEXfl2017
1.93348 -0.304397 DEXfl2018
1.96683 -0.304547 DEXfl2019
2.00016 -0.304675 DEXfl2020
2.03347 -0.304778 DEXfl2021
2.06678 -0.304858 DEXfl2022
2.10008 -0.304917 DEXfl2023
2.13338 -0.30495 DEXfl2024
2.16667 -0.304961 DEXfl2025
2.19996 -0.30495 DEXfl2026
2.23325 -0.304917 DEXfl2027
2.26655 -0.304858 DEXfl2028
2.29986 -0.304778 DEXfl2029
2.33318 -0.304675 DEXfl2030
2.3665 -0.304547 DEXfl2031
2.39985 -0.304397 DEXfl2032
2.43321 -0.304222 DEXfl2033
0.833333 -0.166072 DEXfl2034
