20190924 008 NEP_19-3_field1b 58750.1036129161 18.125553 64.8 341.630582 530.804211519
20190926 003 NEP_19-3_field2a_000_W 58752.107527155 18.110286 64.8 341.73173 468.426831255
20190927 010 NEP_19-3_field1a 58753.1045501749 18.123333 64.8 341.63374 527.916741538
20190928 012 NEP_19-3_field2b_000_W 58754.1021737629 18.112503 64.8 341.729556 407.903050808
20200421 021 NEP_20-2_field1b 58960.4404121814 18.252333 65.809997 0.012318 466.550443639
20200425 026 NEP_20-2_field3c 58964.4280541795 18.180022 65.824164 0.028992 467.42242324
20200425 027 NEP_20-2_field1c 58964.4463890707 18.252333 65.824164 0.028783 467.524322483
20200427 024 NEP_20-2_field5a 58966.4049320468 18.105408 65.809997 0.017736 468.625128156
20200427 025 NEP_20-2_field1a 58966.4251325824 18.250028 65.809997 0.017528 528.171741125
20200427 026 NEP_20-2_field2b 58966.4434033311 18.216178 65.809997 0.017528 407.100289635
20200502 022 NEP_20-2_field3b 58971.4082497163 18.180022 65.809997 0.018571 466.302529587
20200502 023 NEP_20-2_field1d 58971.4252215987 18.250028 65.824164 0.018571 406.602168014
20200502 024 NEP_20-2_field4d 58971.4417380197 18.141564 65.824164 0.018363 407.851830474
20200503 012 NEP_20-2_field2c 58972.4256536425 18.216178 65.824164 0.011068 407.575598893
20200516 021 NEP_20-2_field2d 58985.364938146 18.213872 65.824164 0.011901 456.101784652
20200517 016 NEP_20-2_field2a 58986.3695891718 18.213872 65.809997 0.01065 519.484530728
20200518 021 NEP_20-2_field3a 58987.3596296771 18.177719 65.809997 0.012318 468.799927205
20200518 022 NEP_20-2_field3d 58987.3766908157 18.177719 65.824164 0.012318 409.729678242
20200518 023 NEP_20-2_field4a 58987.3940918166 18.141564 65.809997 0.012109 407.801323996
20200522 023 NEP_20-2_N_field1b 58991.3474682034 18.041489 67.712997 0.01086 407.504032558
20200522 024 NEP_20-2_N_field1a 58991.3635878675 18.039 67.712997 0.01065 406.877252021
20200522 025 NEP_20-2_N_field1c 58991.3803027244 18.041489 67.727164 0.01065 407.177998179
20200522 026 NEP_20-2_N_field1d 58991.3974960134 18.039 67.727164 0.010441 407.825528672
20180808 026 SSA22_field6d_000_W 58338.3904648926 22.308192 0.542778 208.964027 402.033355128
20180905 016 SSA22_fieldE1a_000_E 58366.2013780363 22.280642 0.391833 151.48678 462.156345115
20180910 012 SSA22_fieldE4d_000_E 58371.2092621606 22.296261 0.308456 151.736289 523.808461393
20180911 012 SSA22_fieldE2a_000_E 58372.1893162038 22.287192 0.443956 151.329109 525.234075757
20180911 013 SSA22_fieldE4c_000_E 58372.2103961837 22.295428 0.301817 151.756175 522.834252591
20180912 011 SSA22_fieldE1b_000_E 58373.1855524061 22.279808 0.385192 151.507544 584.803789253
20180912 012 SSA22_fieldE3d_000_E 58373.2079332019 22.289711 0.256333 151.893783 524.207688267
20180913 010 SSA22_fieldE2b_000_E 58374.18883648 22.286356 0.437317 151.352139 464.043215585
20180914 009 SSA22_fieldE1c_000_E 58375.1828100756 22.28025 0.372678 151.542154 402.806875886
20180929 007 SSA22_fieldE1d_000_E 58390.1374600516 -999999.9 -999999.9 -999999.9 461.907226484
20180930 007 SSA22_fieldE2c_000_E 58391.1366198263 -999999.9 -999999.9 -999999.9 461.880411087
20181001 009 SSA22_fieldE4a_000_E 58392.1325699179 22.295817 0.320969 151.699783 464.156540473
