20171211 002                                  will virus crash?;  ;
20171211 003                                   ;  ;
20171213 002                                   ;  ;
20171213 004                                   ;  ;
20171213 010  1.39 1.38 1.38  1.34 1.15 1.30   ;  ;
20171213 011  1.17 1.08 1.03  1.09 1.08 1.13   ;  ;
20171213 012  1.22 1.32 1.09  1.07 0.99 1.22   ;  ;
20171213 013  0.95 1.03 0.93  1.09 0.88 1.14   ;  ;
20171214 002  1.03 0.94 0.84  0.94 0.83 0.92   ;  ;
20171214 003  1.03 1.01 0.88  0.97 0.91 1.03   ;  ;
20171214 004  0.84 0.89 0.88  0.77 0.89 0.90   ;  ;
20171214 005  0.78 0.85 0.84  0.94 0.82 0.83   ;  ;
20171214 006  0.91 0.99 1.05  1.02 0.96 1.06   ;  ;
20171216 008  0.85 1.19 1.23  1.04 1.14 1.01   ;  ;
20171216 009  1.25 1.63 1.62  1.63 1.35 1.51   ;  ;
20171216 010  1.04 1.15 1.24  1.14 1.06 1.25   ;  ;
20171216 011  1.35 1.13 1.28  1.32 1.21 1.00   ;  ;
20171218 008  0.96 1.22 1.11  1.06 1.09 1.18   ;  ;
20171218 009  1.29 1.15 1.06  1.36 1.00 1.05   ;  ;
20171218 010  1.16 1.25 1.25  1.25 1.39 1.43   ;  ;
20171220 008  1.19 1.26 1.38  1.23 1.54 1.14  extended exp because poor seeing, late in the track, just at the end of twilight;  ;
20171220 009  1.41 1.14 1.14  1.16 1.20 1.20  increased exp because a little early in track; increased exp because a little early in track; increased exp because a little early in track
20171220 010  1.30 1.40 1.52  1.40 1.30 1.62   ;  ;
20171220 011  1.34 1.03 0.92  1.35 1.10 1.02  increased exp because late in the track; increased exp because late in the track; increased exp because late in the track
20171220 015  1.55 1.32 4.08  1.88 1.36 3.24  seeing worse than constraint in later dithers; seeing went way up at end of the exposure; seeing far worse than constraint
20171221 003  2.31 2.37 2.70  2.36 2.11 2.69  seeing worse than constraint, increased exposure times.; increased exp, seeing worse than constraint; seeing worse than constraint, increased exposure times.
20171221 004  3.43 2.99 2.37  2.38 2.40 2.46  increased exposure due to poor seeing; increased exposure due to poor seeing; increased exp because bad seeing
20171221 016  1.95 1.70 1.61  2.05 2.08 2.39  extended exposure because of poor seeing; extended exposure because of poor seeing; extended exposure because of poor seeing
20171222 013                                  bias only;  ;
20171225 015  1.21 1.19 1.32  1.20 1.37 1.24   ;  ;
20171228 019  0.80 0.84 0.69  0.70 0.70 0.74   ;  ;
20180104 007  1.41 1.06 1.13  1.03 1.16 1.26   ;  ;
20180104 008  1.22 1.43 1.36  1.31 1.34 1.25   ;  ;
20180106 004  1.24 1.21 1.38  1.21 1.32 1.37   ;  ;
20180106 005  1.36 1.56 1.54  1.38 1.17 1.70   ;  ;
20180107 002  2.05 1.38 1.19  1.41 1.74 1.43   ;  ;
20180107 003  1.52 1.45 1.64  1.32 1.48 1.47   ;  ;
20180110 007  0.72 0.82 0.90  0.64 0.70 0.81  increased exp for intermitant thin clouds, a little before twilight.; now after twilight but still thin clouds; increased exp for thin intermitant clouds
