20190725 012 NEP_19-2_field105c 367.449759744 58689.2391289999 18.089878 65.014167 344.15005 352.284332
20190725 013 NEP_19-2_field105d 367.625155328 58689.2551475707 18.087642 65.014167 344.15005 352.284332
20190726 015 NEP_19-2_field111c 428.49738368 58690.2100658985 17.931342 65.014167 344.166267 352.292439
20190726 016 NEP_19-2_field108b 368.049654016 58690.227124955 18.023886 65 343.971955 352.195254
20190726 017 NEP_19-2_field106b 368.349250048 58690.2435154202 18.076733 65 343.971955 352.195254
20190726 018 NEP_19-2_field106a 429.12692352 58690.2608914599 18.074497 65 343.971755 352.195154
20190727 017 NEP_19-2_field111a 368.449135104 58691.2038636263 17.929108 65 343.970154 352.194353
20190727 018 NEP_19-2_field111b 369.549851904 58691.2198520326 17.931342 65 343.969954 352.194253
20190728 015 NEP_19-2_field111b 427.427033856 58692.2003981411 17.931342 65 343.969754 352.194153
20190728 016 NEP_19-2_field110d 368.073274624 58692.2173203896 17.968808 65.014167 344.144646 352.28163
20190728 017 NEP_19-2_field106c 368.026864128 58692.2335459888 18.076733 65.014167 344.144646 352.28163
20190728 018 NEP_19-2_field106d 428.649357824 58692.2510248017 18.074497 65.014167 344.144446 352.28153
20190730 003 NEP_19-2_field107b 368.249617664 58694.2378357728 18.037033 65 343.971755 352.195154
20190730 004 NEP_19-2_field107a 427.799199744 58694.2565582804 18.034797 65 343.971755 352.195154
20190731 018 NEP_19-2_field107c 367.323414272 58695.2352578049 18.037033 65.014167 344.167267 352.292939
20190731 019 NEP_19-2_field107d 488.899795712 58695.2553179655 18.034797 65.014167 344.15025 352.284432
20190802 014 NEP_19-2_field110c 548.199951616 58697.1928341123 17.971042 65.014167 344.151853 352.285233
20190802 015 NEP_19-2_field108a 367.999194112 58697.2112420234 18.021653 65 343.970556 352.194554
20190802 016 NEP_19-2_field108c 368.299714816 58697.2277584434 18.023886 65.014167 344.145646 352.28213
20190802 017 NEP_19-2_field108d 548.49924224 58697.248401525 18.021653 65.014167 344.145446 352.28203
20190803 014 NEP_19-2_field110b 368.370085376 58698.1899754843 17.971042 65 343.970556 352.194554
20190803 015 NEP_19-2_field109b 368.280237824 58698.2058829023 17.984186 65 343.970556 352.194554
20190803 016 NEP_19-2_field109a 368.599305472 58698.2220896943 17.981953 65 343.970556 352.194554
20190803 017 NEP_19-2_field109c 428.151153664 58698.2399084955 17.984186 65.014167 344.144244 352.281429
20190805 014 NEP_19-2_field117b 367.826888192 58700.2128257747 18.165553 64.8 341.632796 351.01742
20190805 015 NEP_19-2_field117a 428.401780224 58700.2312707142 18.163333 64.8 341.632796 351.01742
20190806 015 NEP_19-2_field117c 549.276845568 58701.2485959027 18.165553 64.814167 341.789077 351.09659
20190822 014 NEP_19-2_field108b 368.272079872 58717.1534824474 18.023886 65 343.969155 352.193853
20190825 014 NEP_19-2_field109d_000_W 367.549234432 58720.1410775767 17.981953 65.014167 344.215125 352.31686
20190825 015 NEP_19-2_field109d 195.825094144 58720.1594925383 17.981953 65.014167 344.151653 352.285133
20190825 016 NEP_19-2_field113b 547.749176832 58720.1781898821 17.878497 65 343.969155 352.193853
20190827 012 NEP_19-2_field117d_000_W 488.172797184 58722.1943713618 18.163333 64.814167 341.893454 351.150265
20190924 008 NEP_19-3_field1b 489.321918464 58750.1036129161 18.125553 64.8 341.630582 351.017148
20190926 003 NEP_19-3_field2a_000_W 428.204990464 58752.107527155 18.110286 64.8 341.73173 351.068393
20190927 010 NEP_19-3_field1a 488.329875968 58753.1045501749 18.123333 64.8 341.63374 351.018749
20190928 012 NEP_19-3_field2b_000_W 367.799902976 58754.1021737629 18.112503 64.8 341.729556 351.067292
