201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000010/exp01/virus/20170223T040442.9_093LL_sci.fits parallel 37.499321088 323.695659507 57807.1699414174 9.943836 22.644786 111.743381  -109.995536 18.2722222222222
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000011/exp01/virus/20170223T050855.7_093LL_sci.fits parallel 37.499321088 1173.69556795 57807.2145337705 11.5227 31.239513 100.158466  -110.066698 16.4422222222222
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000013/exp01/virus/20170223T061047.2_093LL_sci.fits parallel 37.499321088 823.695615938 57807.2574914237 11.868 12.320142 126.985219  -110.058326 16.87
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000014/exp01/virus/20170223T065930.2_093LL_sci.fits parallel 37.499321088 323.696073148 57807.2913219575 7.9153 52.971519 294.630651  -110.01228 16.785
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000015/exp01/virus/20170223T070630.4_093LL_sci.fits parallel 37.499321088 323.694577025 57807.2961863368 7.9153 52.971519 294.630538  -110.008094 16.905
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000016/exp01/virus/20170223T075012.0_093LL_sci.fits parallel 37.499321088 423.69497386 57807.3265289105 14.050191 26.494761 106.506931  -110.037396 17.0622222222222
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000017/exp01/virus/20170223T093728.1_093LL_sci.fits parallel 37.499321088 323.695248701 57807.4010200435 11.750384 -0.037606 206.594767  -110.020652 15.98
201702sci:/work/03946/hetdex/maverick/20170223/virus/virus0000018/exp01/virus/20170223T094430.1_093LL_sci.fits parallel 37.499321088 323.694850827 57807.4059041911 11.750384 -0.037606 206.594767  -109.995536 15.8772222222222
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000008/exp01/virus/20170224T084742.0_093LL_sci.fits parallel 367.899469824 323.695418787 57808.3664593534 14.640416 27.466514 105.197296  -110.01228 10.0638888888889
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000009/exp01/virus/20170224T085401.7_093LL_sci.fits parallel 367.899469824 323.694414901 57808.3708531773 14.640416 27.466514 105.197296  -110.020652 9.95944444444444
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000010/exp01/virus/20170224T101422.5_093LL_sci.fits parallel 367.899469824 823.694890897 57808.4266498163 15.612452 4.665678 141.112813  -110.062512 8.89722222222222
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000011/exp01/virus/20170224T113246.2_093LL_sci.fits parallel 367.899469824 623.694421813 57808.4810910327 16.880387 60.533417 43.903158  -110.029024 8.12111111111111
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000012/exp01/virus/20170224T114417.7_093LL_sci.fits parallel 367.899469824 623.695247353 57808.4890941894 16.880387 60.533417 43.903002  -109.99135 8.09666666666667
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000013/exp01/virus/20170224T115544.6_093LL_sci.fits parallel 367.899469824 623.69508583 57808.4970441428 16.880387 60.533417 43.902847  -110.045768 7.96611111111111
201702sci:/work/03946/hetdex/maverick/20170224/virus/virus0000014/exp01/virus/20170224T120709.3_093LL_sci.fits parallel 367.899469824 623.694911218 57808.5049688574 16.880387 60.533417 43.902847  -109.974606 7.88
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000003/exp01/virus/20170225T031628.9_093LL_sci.fits parallel 67.89828352 323.6950679 57809.1364458483 4.211294 24.206178 250.589444  -110.029024 7.70444444444444
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000004/exp01/virus/20170225T032344.0_093LL_sci.fits parallel 67.89828352 323.695736191 57809.1414823271 4.211294 24.206178 250.589444  -110.003908 7.82333333333333
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000005/exp01/virus/20170225T033940.6_093LL_sci.fits parallel 67.89828352 323.695179171 57809.1525540878 6.590224 -4.094111 185.086436  -110.024838 7.84333333333333
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000006/exp01/virus/20170225T034621.0_093LL_sci.fits parallel 67.89828352 323.695367123 57809.1571880407 6.590224 -4.094111 185.086608  -110.01228 7.78055555555555
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000009/exp01/virus/20170225T075703.8_093LL_sci.fits parallel 127.59935616 2123.693672554 57809.3312946009 12.9164 2.625965 145.939163  -110.125302 7.11222222222222
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000017/exp01/virus/20170225T115124.9_093LL_sci.fits parallel 366.801363968 323.694795559 57809.4940382219 17.256399 4.918519 140.484659  -110.024838 5.06777777777778
201702sci:/work/03946/hetdex/maverick/20170225/virus/virus0000018/exp01/virus/20170225T115750.3_093LL_sci.fits parallel 366.801363968 323.694701324 57809.4984994209 17.256399 4.918519 140.484659  -110.003908 5.24888888888889
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000004/exp01/virus/20170226T022044.9_093LL_sci.fits parallel 67.449440512 43.694328326 57810.097741948 3.137153 26.335231 253.499344  -110.008094 11.0238888888889
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000005/exp01/virus/20170226T025138.3_093LL_sci.fits parallel 67.449440512 323.695192918 57810.1191936526 3.897989 15.128294 237.666653  -110.029024 10.6772222222222
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000006/exp01/virus/20170226T025803.9_093LL_sci.fits parallel 67.449440512 323.694752407 57810.1236562743 3.897989 15.128294 237.666653  -110.01228 10.72
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000007/exp01/virus/20170226T031127.3_093LL_sci.fits parallel 67.449440512 323.695029495 57810.1329557798 3.801297 20.456717 245.43222  -110.024838 11.0588888888889
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000008/exp01/virus/20170226T031753.1_093LL_sci.fits parallel 67.449440512 323.694894606 57810.1374210287 3.801297 20.456717 245.432147  -110.01228 11.0233333333333
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000009/exp01/virus/20170226T053333.0_093LL_sci.fits parallel 67.449440512 323.693663991 57810.2316322676 6.277187 24.597889 251.054437  -110.024838 11.1716666666667
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000010/exp01/virus/20170226T054011.9_093LL_sci.fits parallel 67.449440512 323.695268806 57810.2362497658 6.277187 24.597889 251.054437  -110.008094 11.2261111111111
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000011/exp01/virus/20170226T063954.0_093LL_sci.fits parallel 67.449440512 2423.695080133 57810.2777086659 12.61715 62.315617 36.362078  -110.079256 11.0627777777778
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000012/exp01/virus/20170226T085017.2_093LL_sci.fits parallel 67.449440512 1823.695725016 57810.3682555449 10.903066 58.558106 308.999109  -109.8867 9.63833333333333
201702sci:/work/03946/hetdex/maverick/20170226/virus/virus0000013/exp01/virus/20170226T095919.2_093LL_sci.fits parallel 67.449440512 2543.695706281 57810.4161947723 12.6229 62.251687 323.342517  -109.966234 9.39055555555555
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000006/exp01/virus/20170227T080034.7_093LL_sci.fits parallel 36.599336192 423.694258932 57811.3337350981 14.286955 31.690203 99.528631  -110.01228 10.4338888888889
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000007/exp01/virus/20170227T080847.5_093LL_sci.fits parallel 36.599336192 423.695636129 57811.3394391225 14.286955 31.690203 99.528631  -110.020652 10.3705555555556
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000008/exp01/virus/20170227T083705.0_093LL_sci.fits parallel 36.599336192 423.695507232 57811.3590863948 11.486979 -1.487228 201.451943  -110.020652 10.1888888888889
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000009/exp01/virus/20170227T084513.3_093LL_sci.fits parallel 36.599336192 423.694947757 57811.3647377086 11.486979 -1.487228 201.451943  -110.003908 10.1372222222222
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000010/exp01/virus/20170227T090300.8_093LL_sci.fits parallel 36.599336192 423.694420151 57811.377093683 11.296423 2.593769 213.97824  -110.024838 9.99888888888889
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000011/exp01/virus/20170227T091217.0_093LL_sci.fits parallel 36.599336192 423.694561869 57811.3835308421 11.296423 2.593769 213.97824  -109.999722 9.985
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000012/exp01/virus/20170227T092708.1_093LL_sci.fits parallel 36.599336192 323.695203148 57811.3938444871 11.868038 2.568906 213.913362  -110.020652 9.98444444444444
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000013/exp01/virus/20170227T093338.0_093LL_sci.fits parallel 36.599336192 423.695668646 57811.3983566603 11.868038 2.568906 213.913362  -110.016466 10.0172222222222
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000014/exp01/virus/20170227T095009.6_093LL_sci.fits parallel 36.599336192 623.695255841 57811.4098337498 11.501308 7.570228 224.707059  -110.037396 10.0722222222222
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000015/exp01/virus/20170227T100243.2_093LL_sci.fits parallel 36.599336192 623.696000303 57811.4185559945 11.501308 7.570228 224.707135  -109.966234 9.87555555555555
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000016/exp01/virus/20170227T102322.1_093LL_sci.fits parallel 36.599336192 523.695001014 57811.432894811 11.253856 41.105414 273.688474  -110.03321 9.99722222222222
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000017/exp01/virus/20170227T103304.8_093LL_sci.fits parallel 36.599336192 523.695574584 57811.4396398999 11.253856 41.105414 273.688474  -109.999722 9.87611111111111
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000018/exp01/virus/20170227T105755.3_093LL_sci.fits parallel 36.599336192 623.693929164 57811.4568902105 16.549508 9.802189 131.12505  -110.037396 9.80555555555556
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000019/exp01/virus/20170227T110858.8_093LL_sci.fits parallel 36.599336192 623.695870538 57811.4645701535 16.549508 9.802189 131.12505  -110.003908 9.99722222222222
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000020/exp01/virus/20170227T112124.5_093LL_sci.fits parallel 36.599336192 523.695370436 57811.4732009503 16.549508 9.802189 131.12505  -110.003908 9.84611111111111
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000021/exp01/virus/20170227T114042.4_093LL_sci.fits parallel 36.599336192 423.695240414 57811.48660286 14.083222 3.180414 215.452395  -110.037396 9.92944444444444
201702sci:/work/03946/hetdex/maverick/20170227/virus/virus0000022/exp01/virus/20170227T114829.6_093LL_sci.fits parallel 36.599336192 423.694252373 57811.4920093995 14.083222 3.180414 215.452395  -110.008094 10.0377777777778
201703sci:/work/03946/hetdex/maverick/20170304/virus/virus0000002/exp01/virus/20170304T022026.5_105LL_sci.fits parallel 67.948947968 323.693296726 57816.0975292297 3.9904 15.550589 238.305084  -110.029024 7.00666666666666
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000002/exp01/virus/20170305T022139.1_105LL_sci.fits parallel 67.450212864 223.695430343 57817.0983703281 6.3232 -6.701003 180.002607  -110.029024 10.9344444444444
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000003/exp01/virus/20170305T022945.6_105LL_sci.fits parallel 67.450212864 223.694814473 57817.1040002536 6.3232 -6.701003 180.002521  -109.999722 10.7888888888889
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000004/exp01/virus/20170305T023921.8_105LL_sci.fits parallel 67.450212864 423.694852515 57817.1106695062 3.503 34.687692 264.763612  -110.003908 10.5788888888889
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000005/exp01/virus/20170305T024720.4_105LL_sci.fits parallel 67.450212864 423.693643673 57817.1162085561 3.503 34.687692 264.763533  -110.03321 10.3855555555556
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000006/exp01/virus/20170305T040934.9_105LL_sci.fits parallel 67.450212864 1079.905743177 57817.1733217034 10.0271 2.97556 145.068392  -110.096 9.32833333333333
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000007/exp01/virus/20170305T042841.3_105LL_sci.fits parallel 67.450212864 1123.69416964 57817.1865896699 11.5227 31.239509 100.156265  -109.861584 8.97111111111111
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000008/exp01/virus/20170305T060157.0_105LL_sci.fits parallel 67.450212864 2423.694289603 57817.2513552541 12.614 62.332501 36.273821  -110.045768 9.16055555555555
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000010/exp01/virus/20170305T093243.4_105LL_sci.fits parallel 366.749260288 1223.695306896 57817.3977247677 12.6167 62.293529 323.550753  -110.070884 9.54333333333333
201703sci:/work/03946/hetdex/maverick/20170305/virus/virus0000012/exp01/virus/20170305T110744.4_105LL_sci.fits parallel 367.048309504 323.695508951 57817.4637091509 16.8975 56.090351 57.926345  -110.03321 10.7266666666667
