yyyymmdd yyyymm specid ifuslot ifuid
20200428 202004 420 030 050
20200428 202004 421 069 006
20200428 202004 422 078 069
20200428 202004 423 089 066
20200428 202004 424 039 053
20200428 202004 425 049 059
20200429 202004 008 093 054
20200429 202004 012 106 033
20200429 202004 013 103 019
20200429 202004 016 104 026
20200429 202004 017 097 022
20200429 202004 025 067 032
20200429 202004 027 098 001
20200429 202004 032 094 028
20200429 202004 038 096 014
20200429 202004 041 063 015
20200429 202004 051 105 051
20200429 202004 202 035 074
20200429 202004 203 086 031
20200429 202004 204 087 037
20200429 202004 205 091 058
20200429 202004 301 052 072
20200429 202004 302 036 041
20200429 202004 303 025 013
20200429 202004 304 044 045
20200429 202004 305 034 056
20200429 202004 306 037 057
20200429 202004 307 085 076
20200429 202004 308 047 024
20200429 202004 309 046 005
20200429 202004 310 033 002
20200429 202004 311 053 025
20200429 202004 312 045 065
20200429 202004 313 023 010
20200429 202004 314 027 011
20200429 202004 315 021 073
20200429 202004 316 022 052
20200429 202004 317 024 038
20200429 202004 318 026 078
20200429 202004 319 062 023
20200429 202004 320 032 020
20200429 202004 321 042 030
20200429 202004 322 084 062
20200429 202004 323 043 040
20200429 202004 324 075 055
20200429 202004 325 076 044
20200429 202004 326 082 034
20200429 202004 327 081 017
20200429 202004 328 083 048
20200429 202004 329 088 029
20200429 202004 330 092 075
20200429 202004 401 079 068
20200429 202004 402 077 061
20200429 202004 403 074 070
20200429 202004 404 073 071
20200429 202004 405 072 060
20200429 202004 406 071 081
20200429 202004 407 041 021
20200429 202004 408 031 049
20200429 202004 409 016 036
20200429 202004 410 015 039
20200429 202004 411 014 077
20200429 202004 412 013 043
20200429 202004 413 028 042
20200429 202004 414 038 035
20200429 202004 415 048 067
20200429 202004 416 058 063
20200429 202004 417 068 016
20200429 202004 418 057 064
20200429 202004 419 040 046
20200429 202004 420 030 050
20200429 202004 421 069 006
20200429 202004 422 078 069
20200429 202004 423 089 066
20200429 202004 424 039 053
20200429 202004 425 049 059
20200430 202004 008 093 054
20200430 202004 012 106 033
20200430 202004 013 103 019
20200430 202004 016 104 026
20200430 202004 017 097 022
20200430 202004 025 067 032
20200430 202004 027 098 001
20200430 202004 032 094 028
20200430 202004 038 096 014
20200430 202004 041 063 015
20200430 202004 051 105 051
20200430 202004 202 035 074
20200430 202004 203 086 031
20200430 202004 204 087 037
20200430 202004 205 091 058
20200430 202004 301 052 072
20200430 202004 302 036 041
20200430 202004 303 025 013
20200430 202004 304 044 045
20200430 202004 305 034 056
20200430 202004 306 037 057
20200430 202004 307 085 076
20200430 202004 308 047 024
20200430 202004 309 046 005
20200430 202004 310 033 002
20200430 202004 311 053 025
20200430 202004 312 045 065
20200430 202004 313 023 010
20200430 202004 314 027 011
20200430 202004 315 021 073
20200430 202004 316 022 052
20200430 202004 317 024 038
20200430 202004 318 026 078
20200430 202004 319 062 023
20200430 202004 320 032 020
20200430 202004 321 042 030
20200430 202004 322 084 062
20200430 202004 323 043 040
20200430 202004 324 075 055
20200430 202004 325 076 044
20200430 202004 326 082 034
20200430 202004 327 081 017
20200430 202004 328 083 048
20200430 202004 329 088 029
20200430 202004 330 092 075
20200430 202004 401 079 068
20200430 202004 402 077 061
20200430 202004 403 074 070
20200430 202004 404 073 071
20200430 202004 405 072 060
20200430 202004 406 071 081
20200430 202004 407 041 021
20200430 202004 408 031 049
20200430 202004 409 016 036
20200430 202004 410 015 039
20200430 202004 411 014 077
20200430 202004 412 013 043
20200430 202004 413 028 042
20200430 202004 414 038 035
20200430 202004 415 048 067
20200430 202004 416 058 063
20200430 202004 417 068 016
20200430 202004 418 057 064
20200430 202004 419 040 046
20200430 202004 420 030 050
20200430 202004 421 069 006
20200430 202004 422 078 069
20200430 202004 423 089 066
20200430 202004 424 039 053
20200430 202004 425 049 059
20200502 202005 008 093 054
20200502 202005 012 106 033
20200502 202005 013 103 019
20200502 202005 016 104 026
20200502 202005 017 097 022
20200502 202005 025 067 032
20200502 202005 027 098 001
20200502 202005 032 094 028
20200502 202005 038 096 014
20200502 202005 041 063 015
20200502 202005 051 105 051
20200502 202005 202 035 074
20200502 202005 203 086 031
20200502 202005 204 087 037
20200502 202005 205 091 058
20200502 202005 301 052 072
20200502 202005 302 036 041
20200502 202005 303 025 013
20200502 202005 304 044 045
20200502 202005 305 034 056
20200502 202005 306 037 057
20200502 202005 307 085 076
20200502 202005 308 047 024
20200502 202005 309 046 005
20200502 202005 310 033 002
20200502 202005 311 053 025
20200502 202005 312 045 065
20200502 202005 313 023 010
20200502 202005 314 027 011
20200502 202005 315 021 073
20200502 202005 316 022 052
20200502 202005 317 024 038
20200502 202005 318 026 078
20200502 202005 319 062 023
20200502 202005 320 032 020
20200502 202005 321 042 030
20200502 202005 322 084 062
20200502 202005 323 043 040
20200502 202005 324 075 055
20200502 202005 325 076 044
20200502 202005 326 082 034
20200502 202005 327 081 017
20200502 202005 328 083 048
20200502 202005 329 088 029
20200502 202005 330 092 075
20200502 202005 401 079 068
20200502 202005 402 077 061
20200502 202005 403 074 070
20200502 202005 404 073 071
20200502 202005 405 072 060
20200502 202005 406 071 081
20200502 202005 407 041 021
20200502 202005 408 031 049
20200502 202005 409 016 036
20200502 202005 410 015 039
20200502 202005 411 014 077
20200502 202005 412 013 043
20200502 202005 413 028 042
20200502 202005 414 038 035
20200502 202005 415 048 067
20200502 202005 416 058 063
20200502 202005 417 068 016
20200502 202005 418 057 064
20200502 202005 419 040 046
20200502 202005 420 030 050
20200502 202005 421 069 006
20200502 202005 422 078 069
20200502 202005 423 089 066
20200502 202005 424 039 053
20200502 202005 425 049 059
20200503 202005 008 093 054
20200503 202005 012 106 033
20200503 202005 013 103 019
20200503 202005 016 104 026
20200503 202005 017 097 022
20200503 202005 025 067 032
20200503 202005 027 098 001
20200503 202005 032 094 028
20200503 202005 038 096 014
20200503 202005 041 063 015
20200503 202005 051 105 051
20200503 202005 202 035 074
20200503 202005 203 086 031
20200503 202005 204 087 037
20200503 202005 205 091 058
20200503 202005 301 052 072
20200503 202005 302 036 041
20200503 202005 303 025 013
20200503 202005 304 044 045
20200503 202005 305 034 056
20200503 202005 306 037 057
20200503 202005 307 085 076
20200503 202005 308 047 024
20200503 202005 309 046 005
20200503 202005 310 033 002
20200503 202005 311 053 025
20200503 202005 312 045 065
20200503 202005 313 023 010
20200503 202005 314 027 011
20200503 202005 315 021 073
20200503 202005 316 022 052
20200503 202005 317 024 038
20200503 202005 318 026 078
20200503 202005 319 062 023
20200503 202005 320 032 020
20200503 202005 321 042 030
20200503 202005 322 084 062
20200503 202005 323 043 040
20200503 202005 324 075 055
20200503 202005 325 076 044
20200503 202005 326 082 034
20200503 202005 327 081 017
20200503 202005 328 083 048
20200503 202005 329 088 029
20200503 202005 330 092 075
20200503 202005 401 079 068
20200503 202005 402 077 061
20200503 202005 403 074 070
20200503 202005 404 073 071
20200503 202005 405 072 060
20200503 202005 406 071 081
20200503 202005 407 041 021
20200503 202005 408 031 049
20200503 202005 409 016 036
20200503 202005 410 015 039
20200503 202005 411 014 077
20200503 202005 412 013 043
20200503 202005 413 028 042
20200503 202005 414 038 035
20200503 202005 415 048 067
20200503 202005 416 058 063
20200503 202005 417 068 016
20200503 202005 418 057 064
20200503 202005 419 040 046
20200503 202005 420 030 050
20200503 202005 421 069 006
20200503 202005 422 078 069
20200503 202005 423 089 066
20200503 202005 424 039 053
20200503 202005 425 049 059
20200510 202005 008 093 054
20200510 202005 012 106 033
20200510 202005 013 103 019
20200510 202005 016 104 026
20200510 202005 017 097 022
20200510 202005 025 067 032
20200510 202005 027 098 001
20200510 202005 032 094 028
20200510 202005 038 096 014
20200510 202005 041 063 015
20200510 202005 051 105 051
20200510 202005 202 035 074
20200510 202005 203 086 031
20200510 202005 204 087 037
20200510 202005 205 091 058
20200510 202005 301 052 072
20200510 202005 302 036 041
20200510 202005 303 025 013
20200510 202005 304 044 045
20200510 202005 305 034 056
20200510 202005 306 037 057
20200510 202005 307 085 076
20200510 202005 308 047 024
20200510 202005 309 046 005
20200510 202005 310 033 002
20200510 202005 311 053 025
20200510 202005 312 045 065
20200510 202005 313 023 010
20200510 202005 314 027 011
20200510 202005 315 021 073
20200510 202005 316 022 052
20200510 202005 317 024 038
20200510 202005 318 026 078
20200510 202005 319 062 023
20200510 202005 320 032 020
20200510 202005 321 042 030
20200510 202005 322 084 062
20200510 202005 323 043 040
20200510 202005 324 075 055
20200510 202005 325 076 044
20200510 202005 326 082 034
20200510 202005 327 081 017
20200510 202005 328 083 048
20200510 202005 329 088 029
20200510 202005 330 092 075
20200510 202005 401 079 068
20200510 202005 402 077 061
20200510 202005 403 074 070
20200510 202005 404 073 071
20200510 202005 405 072 060
20200510 202005 406 071 081
20200510 202005 407 041 021
20200510 202005 408 031 049
20200510 202005 409 016 036
20200510 202005 410 015 039
20200510 202005 411 014 077
20200510 202005 412 013 043
20200510 202005 413 028 042
20200510 202005 414 038 035
20200510 202005 415 048 067
20200510 202005 416 058 063
20200510 202005 417 068 016
20200510 202005 418 057 064
20200510 202005 419 040 046
20200510 202005 420 030 050
20200510 202005 421 069 006
20200510 202005 422 078 069
20200510 202005 423 089 066
20200510 202005 424 039 053
20200510 202005 425 049 059
20200513 202005 008 093 054
20200513 202005 012 106 033
20200513 202005 013 103 019
20200513 202005 016 104 026
20200513 202005 017 097 022
20200513 202005 025 067 032
20200513 202005 027 098 001
20200513 202005 032 094 028
20200513 202005 038 096 014
20200513 202005 041 063 015
20200513 202005 051 105 051
20200513 202005 202 035 074
20200513 202005 203 086 031
20200513 202005 204 087 037
20200513 202005 205 091 058
20200513 202005 301 052 072
20200513 202005 302 036 041
20200513 202005 303 025 013
20200513 202005 304 044 045
20200513 202005 305 034 056
20200513 202005 306 037 057
20200513 202005 307 085 076
20200513 202005 308 047 024
20200513 202005 309 046 005
20200513 202005 310 033 002
20200513 202005 311 053 025
20200513 202005 312 045 065
20200513 202005 313 023 010
20200513 202005 314 027 011
20200513 202005 315 021 073
20200513 202005 316 022 052
20200513 202005 317 024 038
20200513 202005 318 026 078
20200513 202005 319 062 023
20200513 202005 320 032 020
20200513 202005 321 042 030
20200513 202005 322 084 062
20200513 202005 323 043 040
20200513 202005 324 075 055
20200513 202005 325 076 044
20200513 202005 326 082 034
20200513 202005 327 081 017
20200513 202005 328 083 048
20200513 202005 329 088 029
20200513 202005 330 092 075
20200513 202005 401 079 068
20200513 202005 402 077 061
20200513 202005 403 074 070
20200513 202005 404 073 071
20200513 202005 405 072 060
20200513 202005 406 071 081
20200513 202005 407 041 021
20200513 202005 408 031 049
20200513 202005 409 016 036
20200513 202005 410 015 039
20200513 202005 411 014 077
20200513 202005 412 013 043
20200513 202005 413 028 042
20200513 202005 414 038 035
20200513 202005 415 048 067
20200513 202005 416 058 063
20200513 202005 417 068 016
20200513 202005 418 057 064
20200513 202005 419 040 046
20200513 202005 420 030 050
20200513 202005 421 069 006
20200513 202005 422 078 069
20200513 202005 423 089 066
20200513 202005 424 039 053
20200513 202005 425 049 059
20200514 202005 008 093 054
20200514 202005 012 106 033
20200514 202005 013 103 019
20200514 202005 016 104 026
20200514 202005 017 097 022
20200514 202005 025 067 032
20200514 202005 027 098 001
20200514 202005 032 094 028
20200514 202005 038 096 014
20200514 202005 041 063 015
20200514 202005 051 105 051
20200514 202005 202 035 074
20200514 202005 203 086 031
20200514 202005 204 087 037
20200514 202005 205 091 058
20200514 202005 301 052 072
20200514 202005 302 036 041
20200514 202005 303 025 013
20200514 202005 304 044 045
20200514 202005 305 034 056
20200514 202005 306 037 057
20200514 202005 307 085 076
20200514 202005 308 047 024
20200514 202005 309 046 005
20200514 202005 310 033 002
20200514 202005 311 053 025
20200514 202005 312 045 065
20200514 202005 313 023 010
20200514 202005 314 027 011
20200514 202005 315 021 073
20200514 202005 316 022 052
20200514 202005 317 024 038
20200514 202005 318 026 078
20200514 202005 319 062 023
20200514 202005 320 032 020
20200514 202005 321 042 030
20200514 202005 322 084 062
20200514 202005 323 043 040
20200514 202005 324 075 055
20200514 202005 325 076 044
20200514 202005 326 082 034
20200514 202005 327 081 017
20200514 202005 328 083 048
20200514 202005 329 088 029
20200514 202005 330 092 075
20200514 202005 401 079 068
20200514 202005 402 077 061
20200514 202005 403 074 070
20200514 202005 404 073 071
20200514 202005 405 072 060
20200514 202005 406 071 081
20200514 202005 407 041 021
20200514 202005 408 031 049
20200514 202005 409 016 036
20200514 202005 410 015 039
20200514 202005 411 014 077
20200514 202005 412 013 043
20200514 202005 413 028 042
20200514 202005 414 038 035
20200514 202005 415 048 067
20200514 202005 416 058 063
20200514 202005 417 068 016
20200514 202005 418 057 064
20200514 202005 419 040 046
20200514 202005 420 030 050
20200514 202005 421 069 006
20200514 202005 422 078 069
20200514 202005 423 089 066
20200514 202005 424 039 053
20200514 202005 425 049 059
20200516 202005 008 093 054
20200516 202005 012 106 033
20200516 202005 013 103 019
20200516 202005 016 104 026
20200516 202005 017 097 022
20200516 202005 025 067 032
20200516 202005 027 098 001
20200516 202005 032 094 028
20200516 202005 038 096 014
20200516 202005 041 063 015
20200516 202005 051 105 051
20200516 202005 202 035 074
20200516 202005 203 086 031
20200516 202005 204 087 037
20200516 202005 205 091 058
20200516 202005 301 052 072
20200516 202005 302 036 041
20200516 202005 305 034 056
20200516 202005 306 037 057
20200516 202005 307 085 076
20200516 202005 308 047 024
20200516 202005 311 053 025
20200516 202005 312 045 065
20200516 202005 315 021 073
20200516 202005 316 022 052
20200516 202005 317 024 038
20200516 202005 318 026 078
20200516 202005 319 062 023
20200516 202005 320 032 020
20200516 202005 321 042 030
20200516 202005 322 084 062
20200516 202005 323 043 040
20200516 202005 324 075 055
20200516 202005 325 076 044
20200516 202005 326 082 034
20200516 202005 327 081 017
20200516 202005 328 083 048
20200516 202005 329 088 029
20200516 202005 330 092 075
20200516 202005 401 079 068
20200516 202005 402 077 061
20200516 202005 403 074 070
20200516 202005 404 073 071
20200516 202005 405 072 060
20200516 202005 406 071 081
20200516 202005 407 041 021
20200516 202005 408 031 049
20200516 202005 409 016 036
20200516 202005 410 015 039
20200516 202005 411 014 077
20200516 202005 412 013 043
20200516 202005 414 038 035
20200516 202005 415 048 067
20200516 202005 416 058 063
20200516 202005 417 068 016
20200516 202005 418 057 064
20200516 202005 419 040 046
20200516 202005 420 030 050
20200516 202005 421 069 006
20200516 202005 422 078 069
20200516 202005 423 089 066
20200516 202005 424 039 053
20200516 202005 425 049 059
20200517 202005 008 093 054
20200517 202005 012 106 033
20200517 202005 013 103 019
20200517 202005 016 104 026
20200517 202005 017 097 022
20200517 202005 025 067 032
20200517 202005 027 098 001
20200517 202005 032 094 028
20200517 202005 038 096 014
20200517 202005 041 063 015
20200517 202005 051 105 051
20200517 202005 202 035 074
20200517 202005 203 086 031
20200517 202005 204 087 037
20200517 202005 205 091 058
20200517 202005 301 052 072
20200517 202005 302 036 041
20200517 202005 303 025 013
20200517 202005 304 044 045
20200517 202005 305 034 056
20200517 202005 306 037 057
20200517 202005 307 085 076
20200517 202005 308 047 024
20200517 202005 309 046 005
20200517 202005 310 033 002
20200517 202005 311 053 025
20200517 202005 312 045 065
20200517 202005 313 023 010
20200517 202005 314 027 011
20200517 202005 315 021 073
20200517 202005 316 022 052
20200517 202005 317 024 038
20200517 202005 318 026 078
20200517 202005 319 062 023
20200517 202005 320 032 020
20200517 202005 321 042 030
20200517 202005 322 084 062
20200517 202005 323 043 040
20200517 202005 324 075 055
20200517 202005 325 076 044
20200517 202005 326 082 034
20200517 202005 327 081 017
20200517 202005 328 083 048
20200517 202005 329 088 029
20200517 202005 330 092 075
20200517 202005 401 079 068
20200517 202005 402 077 061
20200517 202005 403 074 070
20200517 202005 404 073 071
20200517 202005 405 072 060
20200517 202005 406 071 081
20200517 202005 407 041 021
20200517 202005 408 031 049
20200517 202005 409 016 036
20200517 202005 410 015 039
20200517 202005 411 014 077
20200517 202005 412 013 043
20200517 202005 413 028 042
20200517 202005 414 038 035
20200517 202005 415 048 067
20200517 202005 416 058 063
20200517 202005 417 068 016
20200517 202005 418 057 064
20200517 202005 419 040 046
20200517 202005 420 030 050
20200517 202005 422 078 069
20200517 202005 423 089 066
20200517 202005 424 039 053
20200517 202005 425 049 059
20200518 202005 008 093 054
20200518 202005 012 106 033
20200518 202005 013 103 019
20200518 202005 016 104 026
20200518 202005 017 097 022
20200518 202005 025 067 032
20200518 202005 027 098 001
20200518 202005 032 094 028
20200518 202005 038 096 014
20200518 202005 041 063 015
20200518 202005 051 105 051
20200518 202005 202 035 074
20200518 202005 203 086 031
20200518 202005 204 087 037
20200518 202005 205 091 058
20200518 202005 301 052 072
20200518 202005 302 036 041
20200518 202005 303 025 013
20200518 202005 304 044 045
20200518 202005 305 034 056
20200518 202005 306 037 057
20200518 202005 307 085 076
20200518 202005 308 047 024
20200518 202005 309 046 005
20200518 202005 310 033 002
20200518 202005 311 053 025
20200518 202005 312 045 065
20200518 202005 313 023 010
20200518 202005 314 027 011
20200518 202005 315 021 073
20200518 202005 316 022 052
20200518 202005 317 024 038
20200518 202005 318 026 078
20200518 202005 319 062 023
20200518 202005 320 032 020
20200518 202005 321 042 030
20200518 202005 322 084 062
20200518 202005 323 043 040
20200518 202005 324 075 055
20200518 202005 325 076 044
20200518 202005 326 082 034
20200518 202005 327 081 017
20200518 202005 328 083 048
20200518 202005 329 088 029
20200518 202005 330 092 075
20200518 202005 401 079 068
20200518 202005 402 077 061
20200518 202005 403 074 070
20200518 202005 404 073 071
20200518 202005 405 072 060
20200518 202005 406 071 081
20200518 202005 407 041 021
20200518 202005 408 031 049
20200518 202005 409 016 036
20200518 202005 410 015 039
20200518 202005 411 014 077
20200518 202005 412 013 043
20200518 202005 413 028 042
20200518 202005 414 038 035
20200518 202005 415 048 067
20200518 202005 416 058 063
20200518 202005 417 068 016
20200518 202005 418 057 064
20200518 202005 419 040 046
20200518 202005 420 030 050
20200518 202005 422 078 069
20200518 202005 423 089 066
20200518 202005 424 039 053
20200518 202005 425 049 059
20200519 202005 008 093 054
20200519 202005 012 106 033
20200519 202005 013 103 019
20200519 202005 016 104 026
20200519 202005 017 097 022
20200519 202005 025 067 032
20200519 202005 027 098 001
20200519 202005 032 094 028
20200519 202005 038 096 014
20200519 202005 041 063 015
20200519 202005 051 105 051
20200519 202005 202 035 074
20200519 202005 203 086 031
20200519 202005 204 087 037
20200519 202005 205 091 058
20200519 202005 301 052 072
20200519 202005 302 036 041
20200519 202005 303 025 013
20200519 202005 304 044 045
20200519 202005 305 034 056
20200519 202005 306 037 057
20200519 202005 307 085 076
20200519 202005 308 047 024
20200519 202005 309 046 005
20200519 202005 310 033 002
20200519 202005 311 053 025
20200519 202005 312 045 065
20200519 202005 313 023 010
20200519 202005 314 027 011
20200519 202005 315 021 073
20200519 202005 316 022 052
20200519 202005 317 024 038
20200519 202005 318 026 078
20200519 202005 319 062 023
20200519 202005 320 032 020
20200519 202005 321 042 030
20200519 202005 322 084 062
20200519 202005 323 043 040
20200519 202005 324 075 055
20200519 202005 325 076 044
20200519 202005 326 082 034
20200519 202005 327 081 017
20200519 202005 328 083 048
20200519 202005 329 088 029
20200519 202005 330 092 075
20200519 202005 401 079 068
20200519 202005 402 077 061
20200519 202005 403 074 070
20200519 202005 404 073 071
20200519 202005 405 072 060
20200519 202005 406 071 081
20200519 202005 407 041 021
20200519 202005 408 031 049
20200519 202005 409 016 036
20200519 202005 410 015 039
20200519 202005 411 014 077
20200519 202005 412 013 043
20200519 202005 413 028 042
20200519 202005 414 038 035
20200519 202005 415 048 067
20200519 202005 416 058 063
20200519 202005 417 068 016
20200519 202005 418 057 064
20200519 202005 419 040 046
20200519 202005 420 030 050
20200519 202005 422 078 069
20200519 202005 423 089 066
20200519 202005 424 039 053
20200519 202005 425 049 059
20200521 202005 008 093 054
20200521 202005 012 106 033
20200521 202005 013 103 019
20200521 202005 016 104 026
20200521 202005 017 097 022
20200521 202005 025 067 032
20200521 202005 027 098 001
20200521 202005 032 094 028
20200521 202005 038 096 014
20200521 202005 041 063 015
20200521 202005 051 105 051
20200521 202005 202 035 074
20200521 202005 203 086 031
20200521 202005 204 087 037
20200521 202005 205 091 058
20200521 202005 301 052 072
20200521 202005 302 036 041
20200521 202005 303 025 013
20200521 202005 304 044 045
20200521 202005 306 037 057
20200521 202005 307 085 076
20200521 202005 308 047 024
20200521 202005 309 046 005
20200521 202005 310 033 002
20200521 202005 311 053 025
20200521 202005 312 045 065
20200521 202005 313 023 010
20200521 202005 314 027 011
20200521 202005 315 021 073
20200521 202005 316 022 052
20200521 202005 318 026 078
20200521 202005 319 062 023
20200521 202005 320 032 020
20200521 202005 321 042 030
20200521 202005 322 084 062
20200521 202005 323 043 040
20200521 202005 324 075 055
20200521 202005 325 076 044
20200521 202005 326 082 034
20200521 202005 327 081 017
20200521 202005 328 083 048
20200521 202005 329 088 029
20200521 202005 330 092 075
20200521 202005 401 079 068
20200521 202005 402 077 061
20200521 202005 403 074 070
20200521 202005 404 073 071
20200521 202005 405 072 060
20200521 202005 406 071 081
20200521 202005 407 041 021
20200521 202005 408 031 049
20200521 202005 409 016 036
20200521 202005 410 015 039
20200521 202005 411 014 077
20200521 202005 412 013 043
20200521 202005 413 028 042
20200521 202005 414 038 035
20200521 202005 415 048 067
20200521 202005 416 058 063
20200521 202005 417 068 016
20200521 202005 418 057 064
20200521 202005 419 040 046
20200521 202005 420 030 050
20200521 202005 422 078 069
20200521 202005 423 089 066
20200521 202005 424 039 053
20200521 202005 425 049 059
20200522 202005 008 093 054
20200522 202005 012 106 033
20200522 202005 013 103 019
20200522 202005 016 104 026
20200522 202005 017 097 022
20200522 202005 025 067 032
20200522 202005 027 098 001
20200522 202005 032 094 028
20200522 202005 038 096 014
20200522 202005 041 063 015
20200522 202005 051 105 051
20200522 202005 202 035 074
20200522 202005 203 086 031
20200522 202005 204 087 037
20200522 202005 205 091 058
20200522 202005 301 052 072
20200522 202005 302 036 041
20200522 202005 303 025 013
20200522 202005 304 044 045
20200522 202005 306 037 057
20200522 202005 307 085 076
20200522 202005 308 047 024
20200522 202005 309 046 005
20200522 202005 310 033 002
20200522 202005 311 053 025
20200522 202005 312 045 065
20200522 202005 313 023 010
20200522 202005 314 027 011
20200522 202005 315 021 073
20200522 202005 316 022 052
20200522 202005 318 026 078
20200522 202005 319 062 023
20200522 202005 320 032 020
20200522 202005 321 042 030
20200522 202005 322 084 062
20200522 202005 323 043 040
20200522 202005 324 075 055
20200522 202005 325 076 044
20200522 202005 326 082 034
20200522 202005 327 081 017
20200522 202005 328 083 048
20200522 202005 329 088 029
20200522 202005 330 092 075
20200522 202005 401 079 068
20200522 202005 402 077 061
20200522 202005 403 074 070
20200522 202005 404 073 071
20200522 202005 405 072 060
20200522 202005 406 071 081
20200522 202005 407 041 021
20200522 202005 408 031 049
20200522 202005 409 016 036
20200522 202005 410 015 039
20200522 202005 411 014 077
20200522 202005 412 013 043
20200522 202005 413 028 042
20200522 202005 414 038 035
20200522 202005 415 048 067
20200522 202005 416 058 063
20200522 202005 417 068 016
20200522 202005 418 057 064
20200522 202005 419 040 046
20200522 202005 420 030 050
20200522 202005 422 078 069
20200522 202005 423 089 066
20200522 202005 424 039 053
20200522 202005 425 049 059
20200523 202005 008 093 054
20200523 202005 012 106 033
20200523 202005 013 103 019
20200523 202005 016 104 026
20200523 202005 017 097 022
20200523 202005 025 067 032
20200523 202005 027 098 001
20200523 202005 032 094 028
20200523 202005 038 096 014
20200523 202005 041 063 015
20200523 202005 051 105 051
20200523 202005 202 035 074
20200523 202005 203 086 031
20200523 202005 204 087 037
20200523 202005 205 091 058
20200523 202005 301 052 072
20200523 202005 302 036 041
20200523 202005 303 025 013
20200523 202005 304 044 045
20200523 202005 306 037 057
20200523 202005 307 085 076
20200523 202005 308 047 024
20200523 202005 309 046 005
20200523 202005 310 033 002
20200523 202005 311 053 025
20200523 202005 312 045 065
20200523 202005 313 023 010
20200523 202005 314 027 011
20200523 202005 315 021 073
20200523 202005 316 022 052
20200523 202005 318 026 078
20200523 202005 319 062 023
20200523 202005 320 032 020
20200523 202005 321 042 030
20200523 202005 322 084 062
20200523 202005 323 043 040
20200523 202005 324 075 055
20200523 202005 325 076 044
20200523 202005 326 082 034
20200523 202005 327 081 017
20200523 202005 328 083 048
20200523 202005 329 088 029
20200523 202005 330 092 075
20200523 202005 401 079 068
20200523 202005 402 077 061
20200523 202005 403 074 070
20200523 202005 404 073 071
20200523 202005 405 072 060
20200523 202005 406 071 081
20200523 202005 407 041 021
20200523 202005 408 031 049
20200523 202005 409 016 036
20200523 202005 410 015 039
20200523 202005 411 014 077
20200523 202005 412 013 043
20200523 202005 413 028 042
20200523 202005 414 038 035
20200523 202005 415 048 067
20200523 202005 416 058 063
20200523 202005 417 068 016
20200523 202005 418 057 064
20200523 202005 419 040 046
20200523 202005 420 030 050
20200523 202005 422 078 069
20200523 202005 423 089 066
20200523 202005 424 039 053
20200523 202005 425 049 059
20200524 202005 008 093 054
20200524 202005 012 106 033
20200524 202005 013 103 019
20200524 202005 016 104 026
20200524 202005 017 097 022
20200524 202005 025 067 032
20200524 202005 027 098 001
20200524 202005 032 094 028
20200524 202005 038 096 014
20200524 202005 041 063 015
20200524 202005 051 105 051
20200524 202005 202 035 074
20200524 202005 203 086 031
20200524 202005 204 087 037
20200524 202005 205 091 058
20200524 202005 301 052 072
20200524 202005 302 036 041
20200524 202005 303 025 013
20200524 202005 304 044 045
20200524 202005 306 037 057
20200524 202005 307 085 076
20200524 202005 308 047 024
20200524 202005 309 046 005
20200524 202005 310 033 002
20200524 202005 311 053 025
20200524 202005 312 045 065
20200524 202005 313 023 010
20200524 202005 314 027 011
20200524 202005 315 021 073
20200524 202005 316 022 052
20200524 202005 318 026 078
20200524 202005 319 062 023
20200524 202005 320 032 020
20200524 202005 321 042 030
20200524 202005 322 084 062
20200524 202005 323 043 040
20200524 202005 324 075 055
20200524 202005 325 076 044
20200524 202005 326 082 034
20200524 202005 327 081 017
20200524 202005 328 083 048
20200524 202005 329 088 029
20200524 202005 330 092 075
20200524 202005 401 079 068
20200524 202005 402 077 061
20200524 202005 403 074 070
20200524 202005 404 073 071
20200524 202005 405 072 060
20200524 202005 406 071 081
20200524 202005 407 041 021
20200524 202005 408 031 049
20200524 202005 409 016 036
20200524 202005 410 015 039
20200524 202005 411 014 077
20200524 202005 412 013 043
20200524 202005 413 028 042
20200524 202005 414 038 035
20200524 202005 415 048 067
20200524 202005 416 058 063
20200524 202005 417 068 016
20200524 202005 418 057 064
20200524 202005 419 040 046
20200524 202005 420 030 050
20200524 202005 422 078 069
20200524 202005 423 089 066
20200524 202005 424 039 053
20200524 202005 425 049 059
20200525 202005 008 093 054
20200525 202005 012 106 033
20200525 202005 013 103 019
20200525 202005 016 104 026
20200525 202005 017 097 022
20200525 202005 025 067 032
20200525 202005 027 098 001
20200525 202005 032 094 028
20200525 202005 038 096 014
20200525 202005 041 063 015
20200525 202005 051 105 051
20200525 202005 202 035 074
20200525 202005 203 086 031
20200525 202005 204 087 037
20200525 202005 205 091 058
20200525 202005 301 052 072
20200525 202005 302 036 041
20200525 202005 303 025 013
20200525 202005 304 044 045
20200525 202005 306 037 057
20200525 202005 307 085 076
20200525 202005 308 047 024
20200525 202005 309 046 005
20200525 202005 310 033 002
20200525 202005 311 053 025
20200525 202005 312 045 065
20200525 202005 313 023 010
20200525 202005 314 027 011
20200525 202005 315 021 073
20200525 202005 316 022 052
20200525 202005 318 026 078
20200525 202005 319 062 023
20200525 202005 320 032 020
20200525 202005 321 042 030
20200525 202005 322 084 062
20200525 202005 323 043 040
20200525 202005 324 075 055
20200525 202005 325 076 044
20200525 202005 326 082 034
20200525 202005 327 081 017
20200525 202005 328 083 048
