yyyymmdd yyyymm specid ifuslot ifuid
20210123 202101 041 063 015
20210123 202101 051 105 051
20210123 202101 202 035 074
20210123 202101 203 086 031
20210123 202101 204 087 037
20210123 202101 205 091 058
20210123 202101 301 052 072
20210123 202101 302 036 041
20210123 202101 303 025 013
20210123 202101 304 044 045
20210123 202101 305 034 056
20210123 202101 306 037 057
20210123 202101 307 085 076
20210123 202101 308 047 024
20210123 202101 309 046 005
20210123 202101 310 033 002
20210123 202101 311 053 025
20210123 202101 312 045 065
20210123 202101 313 023 010
20210123 202101 314 027 011
20210123 202101 315 021 073
20210123 202101 316 022 052
20210123 202101 317 015 038
20210123 202101 318 026 078
20210123 202101 319 062 023
20210123 202101 320 032 020
20210123 202101 321 042 030
20210123 202101 322 084 062
20210123 202101 323 043 040
20210123 202101 324 075 055
20210123 202101 325 076 044
20210123 202101 326 082 034
20210123 202101 327 081 017
20210123 202101 328 083 048
20210123 202101 329 088 029
20210123 202101 330 092 075
20210123 202101 403 074 070
20210123 202101 404 073 071
20210123 202101 405 072 060
20210123 202101 406 071 081
20210123 202101 407 041 021
20210123 202101 408 031 049
20210123 202101 409 016 036
20210123 202101 410 024 039
20210123 202101 411 014 077
20210123 202101 412 013 043
20210123 202101 413 028 042
20210123 202101 414 038 035
20210123 202101 415 048 067
20210123 202101 416 058 063
20210123 202101 417 068 016
20210123 202101 418 057 064
20210123 202101 419 040 046
20210123 202101 420 030 050
20210123 202101 422 078 069
20210123 202101 423 089 066
20210123 202101 424 039 053
20210123 202101 425 049 059
20210123 202101 426 095 004
20210123 202101 427 061 007
20210124 202101 008 093 054
20210124 202101 012 106 033
20210124 202101 013 103 019
20210124 202101 016 104 026
20210124 202101 017 097 022
20210124 202101 025 067 032
20210124 202101 027 098 001
20210124 202101 032 094 028
20210124 202101 038 096 014
20210124 202101 041 063 015
20210124 202101 051 105 051
20210124 202101 202 035 074
20210124 202101 203 086 031
20210124 202101 204 087 037
20210124 202101 205 091 058
20210124 202101 301 052 072
20210124 202101 302 036 041
20210124 202101 303 025 013
20210124 202101 304 044 045
20210124 202101 305 034 056
20210124 202101 306 037 057
20210124 202101 307 085 076
20210124 202101 308 047 024
20210124 202101 309 046 005
20210124 202101 310 033 002
20210124 202101 311 053 025
20210124 202101 312 045 065
20210124 202101 313 023 010
20210124 202101 314 027 011
20210124 202101 315 021 073
20210124 202101 316 022 052
20210124 202101 317 015 038
20210124 202101 318 026 078
20210124 202101 319 062 023
20210124 202101 320 032 020
20210124 202101 321 042 030
20210124 202101 322 084 062
20210124 202101 323 043 040
20210124 202101 324 075 055
20210124 202101 325 076 044
20210124 202101 326 082 034
20210124 202101 327 081 017
20210124 202101 328 083 048
20210124 202101 329 088 029
20210124 202101 330 092 075
20210124 202101 403 074 070
20210124 202101 404 073 071
20210124 202101 405 072 060
20210124 202101 406 071 081
20210124 202101 407 041 021
20210124 202101 408 031 049
20210124 202101 409 016 036
20210124 202101 410 024 039
20210124 202101 411 014 077
20210124 202101 412 013 043
20210124 202101 413 028 042
20210124 202101 414 038 035
20210124 202101 415 048 067
20210124 202101 416 058 063
20210124 202101 417 068 016
20210124 202101 418 057 064
20210124 202101 419 040 046
20210124 202101 420 030 050
20210124 202101 422 078 069
20210124 202101 423 089 066
20210124 202101 424 039 053
20210124 202101 425 049 059
20210124 202101 426 095 004
20210124 202101 427 061 007
20210125 202101 008 093 054
20210125 202101 012 106 033
20210125 202101 013 103 019
20210125 202101 016 104 026
20210125 202101 017 097 022
20210125 202101 025 067 032
20210125 202101 027 098 001
20210125 202101 032 094 028
20210125 202101 038 096 014
20210125 202101 041 063 015
20210125 202101 051 105 051
20210125 202101 202 035 074
20210125 202101 203 086 031
20210125 202101 204 087 037
20210125 202101 205 091 058
20210125 202101 301 052 072
20210125 202101 302 036 041
20210125 202101 303 025 013
20210125 202101 304 044 045
20210125 202101 305 034 056
20210125 202101 306 037 057
20210125 202101 307 085 076
20210125 202101 308 047 024
20210125 202101 309 046 005
20210125 202101 310 033 002
20210125 202101 311 053 025
20210125 202101 312 045 065
20210125 202101 313 023 010
20210125 202101 314 027 011
20210125 202101 315 021 073
20210125 202101 316 022 052
20210125 202101 317 015 038
20210125 202101 318 026 078
20210125 202101 319 062 023
20210125 202101 320 032 020
20210125 202101 321 042 030
20210125 202101 322 084 062
20210125 202101 323 043 040
20210125 202101 324 075 055
20210125 202101 325 076 044
20210125 202101 326 082 034
20210125 202101 327 081 017
20210125 202101 328 083 048
20210125 202101 329 088 029
20210125 202101 330 092 075
20210125 202101 403 074 070
20210125 202101 404 073 071
20210125 202101 405 072 060
20210125 202101 406 071 081
20210125 202101 407 041 021
20210125 202101 408 031 049
20210125 202101 409 016 036
20210125 202101 410 024 039
20210125 202101 411 014 077
20210125 202101 412 013 043
20210125 202101 413 028 042
20210125 202101 414 038 035
20210125 202101 415 048 067
20210125 202101 416 058 063
20210125 202101 417 068 016
20210125 202101 418 057 064
20210125 202101 419 040 046
20210125 202101 420 030 050
20210125 202101 422 078 069
20210125 202101 423 089 066
20210125 202101 424 039 053
20210125 202101 425 049 059
20210125 202101 426 095 004
20210125 202101 427 061 007
20210204 202102 008 093 054
20210204 202102 012 106 033
20210204 202102 013 103 019
20210204 202102 016 104 026
20210204 202102 017 097 022
20210204 202102 025 067 032
20210204 202102 027 098 001
20210204 202102 032 094 028
20210204 202102 038 096 014
20210204 202102 041 063 015
20210204 202102 051 105 051
20210204 202102 202 035 074
20210204 202102 203 086 031
20210204 202102 204 087 037
20210204 202102 205 091 058
20210204 202102 301 052 072
20210204 202102 302 036 041
20210204 202102 303 025 013
20210204 202102 304 044 045
20210204 202102 305 034 056
20210204 202102 306 037 057
20210204 202102 307 085 076
20210204 202102 308 047 024
20210204 202102 309 046 005
20210204 202102 310 033 002
20210204 202102 311 053 025
20210204 202102 312 045 065
20210204 202102 313 023 010
20210204 202102 314 027 011
20210204 202102 315 021 073
20210204 202102 316 022 052
20210204 202102 317 015 038
20210204 202102 318 026 078
20210204 202102 319 062 023
20210204 202102 320 032 020
20210204 202102 321 042 030
20210204 202102 322 084 062
20210204 202102 323 043 040
20210204 202102 324 075 055
20210204 202102 325 076 044
20210204 202102 326 082 034
20210204 202102 327 081 017
20210204 202102 328 083 048
20210204 202102 329 088 029
20210204 202102 330 092 075
20210204 202102 401 079 068
20210204 202102 403 074 070
20210204 202102 404 073 071
20210204 202102 405 072 060
20210204 202102 406 071 081
20210204 202102 407 041 021
20210204 202102 408 031 049
20210204 202102 409 016 036
20210204 202102 410 024 039
20210204 202102 411 014 077
20210204 202102 412 013 043
20210204 202102 413 028 042
20210204 202102 414 038 035
20210204 202102 415 048 067
20210204 202102 416 058 063
20210204 202102 417 068 016
20210204 202102 418 057 064
20210204 202102 419 040 046
20210204 202102 420 030 050
20210204 202102 422 078 069
20210204 202102 423 089 066
20210204 202102 424 039 053
20210204 202102 425 049 059
20210204 202102 426 095 004
20210204 202102 427 061 007
20210205 202102 008 093 054
20210205 202102 012 106 033
20210205 202102 013 103 019
20210205 202102 016 104 026
20210205 202102 017 097 022
20210205 202102 025 067 032
20210205 202102 027 098 001
20210205 202102 032 094 028
20210205 202102 038 096 014
20210205 202102 041 063 015
20210205 202102 051 105 051
20210205 202102 202 035 074
20210205 202102 203 086 031
20210205 202102 204 087 037
20210205 202102 205 091 058
20210205 202102 301 052 072
20210205 202102 302 036 041
20210205 202102 303 025 013
20210205 202102 304 044 045
20210205 202102 305 034 056
20210205 202102 306 037 057
20210205 202102 307 085 076
20210205 202102 308 047 024
20210205 202102 309 046 005
20210205 202102 310 033 002
20210205 202102 311 053 025
20210205 202102 312 045 065
20210205 202102 313 023 010
20210205 202102 314 027 011
20210205 202102 315 021 073
20210205 202102 316 022 052
20210205 202102 317 015 038
20210205 202102 318 026 078
20210205 202102 319 062 023
20210205 202102 320 032 020
20210205 202102 321 042 030
20210205 202102 322 084 062
20210205 202102 323 043 040
20210205 202102 324 075 055
20210205 202102 325 076 044
20210205 202102 326 082 034
20210205 202102 327 081 017
20210205 202102 328 083 048
20210205 202102 329 088 029
20210205 202102 330 092 075
20210205 202102 401 079 068
20210205 202102 403 074 070
20210205 202102 404 073 071
20210205 202102 405 072 060
20210205 202102 406 071 081
20210205 202102 407 041 021
20210205 202102 408 031 049
20210205 202102 409 016 036
20210205 202102 410 024 039
20210205 202102 411 014 077
20210205 202102 412 013 043
20210205 202102 413 028 042
20210205 202102 414 038 035
20210205 202102 415 048 067
20210205 202102 416 058 063
20210205 202102 417 068 016
20210205 202102 418 057 064
20210205 202102 419 040 046
20210205 202102 420 030 050
20210205 202102 422 078 069
20210205 202102 423 089 066
20210205 202102 424 039 053
20210205 202102 425 049 059
20210205 202102 426 095 004
20210205 202102 427 061 007
20210206 202102 008 093 054
20210206 202102 012 106 033
20210206 202102 013 103 019
20210206 202102 016 104 026
20210206 202102 017 097 022
20210206 202102 025 067 032
20210206 202102 027 098 001
20210206 202102 032 094 028
20210206 202102 038 096 014
20210206 202102 041 063 015
20210206 202102 051 105 051
20210206 202102 202 035 074
20210206 202102 203 086 031
20210206 202102 204 087 037
20210206 202102 205 091 058
20210206 202102 301 052 072
20210206 202102 302 036 041
20210206 202102 303 025 013
20210206 202102 304 044 045
20210206 202102 305 034 056
20210206 202102 306 037 057
20210206 202102 307 085 076
20210206 202102 308 047 024
20210206 202102 309 046 005
20210206 202102 310 033 002
20210206 202102 311 053 025
20210206 202102 312 045 065
20210206 202102 313 023 010
20210206 202102 314 027 011
20210206 202102 315 021 073
20210206 202102 316 022 052
20210206 202102 317 015 038
20210206 202102 318 026 078
20210206 202102 319 062 023
20210206 202102 320 032 020
20210206 202102 321 042 030
20210206 202102 322 084 062
20210206 202102 323 043 040
20210206 202102 324 075 055
20210206 202102 325 076 044
20210206 202102 326 082 034
20210206 202102 327 081 017
20210206 202102 328 083 048
20210206 202102 329 088 029
20210206 202102 330 092 075
20210206 202102 401 079 068
20210206 202102 403 074 070
20210206 202102 404 073 071
20210206 202102 405 072 060
20210206 202102 406 071 081
20210206 202102 407 041 021
20210206 202102 408 031 049
20210206 202102 409 016 036
20210206 202102 410 024 039
20210206 202102 411 014 077
20210206 202102 412 013 043
20210206 202102 413 028 042
20210206 202102 414 038 035
20210206 202102 415 048 067
20210206 202102 416 058 063
20210206 202102 417 068 016
20210206 202102 418 057 064
20210206 202102 419 040 046
20210206 202102 420 030 050
20210206 202102 422 078 069
20210206 202102 423 089 066
20210206 202102 424 039 053
20210206 202102 425 049 059
20210206 202102 426 095 004
20210206 202102 427 061 007
20210207 202102 008 093 054
20210207 202102 012 106 033
20210207 202102 013 103 019
20210207 202102 016 104 026
20210207 202102 017 097 022
20210207 202102 025 067 032
20210207 202102 027 098 001
20210207 202102 032 094 028
20210207 202102 038 096 014
20210207 202102 041 063 015
20210207 202102 051 105 051
20210207 202102 202 035 074
20210207 202102 203 086 031
20210207 202102 204 087 037
20210207 202102 205 091 058
20210207 202102 301 052 072
20210207 202102 302 036 041
20210207 202102 303 025 013
20210207 202102 304 044 045
20210207 202102 305 034 056
20210207 202102 306 037 057
20210207 202102 307 085 076
20210207 202102 308 047 024
20210207 202102 309 046 005
20210207 202102 310 033 002
20210207 202102 311 053 025
20210207 202102 312 045 065
20210207 202102 313 023 010
20210207 202102 314 027 011
20210207 202102 315 021 073
20210207 202102 316 022 052
20210207 202102 317 015 038
20210207 202102 318 026 078
20210207 202102 319 062 023
20210207 202102 320 032 020
20210207 202102 321 042 030
20210207 202102 322 084 062
20210207 202102 323 043 040
20210207 202102 324 075 055
20210207 202102 325 076 044
20210207 202102 326 082 034
20210207 202102 327 081 017
20210207 202102 328 083 048
20210207 202102 329 088 029
20210207 202102 330 092 075
20210207 202102 401 079 068
20210207 202102 403 074 070
20210207 202102 404 073 071
20210207 202102 405 072 060
20210207 202102 406 071 081
20210207 202102 407 041 021
20210207 202102 408 031 049
20210207 202102 409 016 036
20210207 202102 410 024 039
20210207 202102 411 014 077
20210207 202102 412 013 043
20210207 202102 413 028 042
20210207 202102 414 038 035
20210207 202102 415 048 067
20210207 202102 416 058 063
20210207 202102 417 068 016
20210207 202102 418 057 064
20210207 202102 419 040 046
20210207 202102 420 030 050
20210207 202102 422 078 069
20210207 202102 423 089 066
20210207 202102 424 039 053
20210207 202102 425 049 059
20210207 202102 426 095 004
20210207 202102 427 061 007
20210208 202102 008 093 054
20210208 202102 012 106 033
20210208 202102 013 103 019
20210208 202102 016 104 026
20210208 202102 017 097 022
20210208 202102 025 067 032
20210208 202102 027 098 001
20210208 202102 032 094 028
20210208 202102 038 096 014
20210208 202102 041 063 015
20210208 202102 051 105 051
20210208 202102 202 035 074
20210208 202102 203 086 031
20210208 202102 204 087 037
20210208 202102 205 091 058
20210208 202102 301 052 072
20210208 202102 302 036 041
20210208 202102 303 025 013
20210208 202102 304 044 045
20210208 202102 305 034 056
20210208 202102 306 037 057
20210208 202102 307 085 076
20210208 202102 308 047 024
20210208 202102 309 046 005
20210208 202102 310 033 002
20210208 202102 311 053 025
20210208 202102 312 045 065
20210208 202102 313 023 010
20210208 202102 314 027 011
20210208 202102 315 021 073
20210208 202102 316 022 052
20210208 202102 317 015 038
20210208 202102 318 026 078
20210208 202102 319 062 023
20210208 202102 320 032 020
20210208 202102 321 042 030
20210208 202102 322 084 062
20210208 202102 323 043 040
20210208 202102 324 075 055
20210208 202102 325 076 044
20210208 202102 326 082 034
20210208 202102 327 081 017
20210208 202102 328 083 048
20210208 202102 329 088 029
20210208 202102 330 092 075
20210208 202102 401 079 068
20210208 202102 403 074 070
20210208 202102 404 073 071
20210208 202102 405 072 060
20210208 202102 406 071 081
20210208 202102 407 041 021
20210208 202102 408 031 049
20210208 202102 409 016 036
20210208 202102 410 024 039
20210208 202102 411 014 077
20210208 202102 412 013 043
20210208 202102 413 028 042
20210208 202102 414 038 035
20210208 202102 415 048 067
20210208 202102 416 058 063
20210208 202102 417 068 016
20210208 202102 418 057 064
20210208 202102 419 040 046
20210208 202102 420 030 050
20210208 202102 422 078 069
20210208 202102 423 089 066
20210208 202102 424 039 053
20210208 202102 425 049 059
20210208 202102 426 095 004
20210208 202102 427 061 007
20210209 202102 008 093 054
20210209 202102 012 106 033
20210209 202102 013 103 019
20210209 202102 016 104 026
20210209 202102 017 097 022
20210209 202102 025 067 032
20210209 202102 027 098 001
20210209 202102 032 094 028
20210209 202102 038 096 014
20210209 202102 041 063 015
20210209 202102 051 105 051
20210209 202102 202 035 074
20210209 202102 203 086 031
20210209 202102 204 087 037
20210209 202102 205 091 058
20210209 202102 301 052 072
20210209 202102 302 036 041
20210209 202102 303 025 013
20210209 202102 304 044 045
20210209 202102 305 034 056
20210209 202102 306 037 057
20210209 202102 307 085 076
20210209 202102 308 047 024
20210209 202102 309 046 005
20210209 202102 310 033 002
20210209 202102 311 053 025
20210209 202102 312 045 065
20210209 202102 313 023 010
20210209 202102 314 027 011
20210209 202102 315 021 073
20210209 202102 316 022 052
20210209 202102 317 015 038
20210209 202102 318 026 078
20210209 202102 319 062 023
20210209 202102 320 032 020
20210209 202102 321 042 030
20210209 202102 322 084 062
20210209 202102 323 043 040
20210209 202102 324 075 055
20210209 202102 325 076 044
20210209 202102 326 082 034
20210209 202102 327 081 017
20210209 202102 328 083 048
20210209 202102 329 088 029
20210209 202102 330 092 075
20210209 202102 401 079 068
20210209 202102 403 074 070
20210209 202102 404 073 071
20210209 202102 405 072 060
20210209 202102 406 071 081
20210209 202102 407 041 021
20210209 202102 408 031 049
20210209 202102 409 016 036
20210209 202102 410 024 039
20210209 202102 411 014 077
20210209 202102 412 013 043
20210209 202102 413 028 042
20210209 202102 414 038 035
20210209 202102 415 048 067
20210209 202102 416 058 063
20210209 202102 417 068 016
20210209 202102 418 057 064
20210209 202102 419 040 046
20210209 202102 420 030 050
20210209 202102 422 078 069
20210209 202102 423 089 066
20210209 202102 424 039 053
20210209 202102 425 049 059
20210209 202102 426 095 004
20210209 202102 427 061 007
20210210 202102 008 093 054
20210210 202102 012 106 033
20210210 202102 013 103 019
20210210 202102 016 104 026
20210210 202102 017 097 022
20210210 202102 025 067 032
20210210 202102 027 098 001
20210210 202102 032 094 028
20210210 202102 038 096 014
20210210 202102 041 063 015
20210210 202102 051 105 051
20210210 202102 202 035 074
20210210 202102 203 086 031
20210210 202102 204 087 037
20210210 202102 205 091 058
20210210 202102 301 052 072
20210210 202102 302 036 041
20210210 202102 303 025 013
20210210 202102 304 044 045
20210210 202102 305 034 056
20210210 202102 306 037 057
20210210 202102 307 085 076
20210210 202102 308 047 024
20210210 202102 309 046 005
20210210 202102 310 033 002
20210210 202102 311 053 025
20210210 202102 312 045 065
20210210 202102 313 023 010
20210210 202102 314 027 011
20210210 202102 315 021 073
20210210 202102 316 022 052
20210210 202102 317 015 038
20210210 202102 318 026 078
20210210 202102 319 062 023
20210210 202102 320 032 020
20210210 202102 321 042 030
20210210 202102 322 084 062
20210210 202102 323 043 040
20210210 202102 324 075 055
20210210 202102 325 076 044
20210210 202102 326 082 034
20210210 202102 327 081 017
20210210 202102 328 083 048
20210210 202102 329 088 029
20210210 202102 330 092 075
20210210 202102 401 079 068
20210210 202102 403 074 070
20210210 202102 404 073 071
20210210 202102 405 072 060
20210210 202102 406 071 081
20210210 202102 407 041 021
20210210 202102 408 031 049
20210210 202102 409 016 036
20210210 202102 410 024 039
20210210 202102 411 014 077
20210210 202102 412 013 043
20210210 202102 413 028 042
20210210 202102 414 038 035
20210210 202102 415 048 067
20210210 202102 416 058 063
20210210 202102 417 068 016
20210210 202102 418 057 064
20210210 202102 419 040 046
20210210 202102 420 030 050
20210210 202102 422 078 069
20210210 202102 423 089 066
20210210 202102 424 039 053
20210210 202102 425 049 059
20210210 202102 426 095 004
20210210 202102 427 061 007
20210211 202102 008 093 054
20210211 202102 012 106 033
20210211 202102 013 103 019
20210211 202102 016 104 026
20210211 202102 017 097 022
20210211 202102 025 067 032
20210211 202102 027 098 001
20210211 202102 032 094 028
20210211 202102 038 096 014
20210211 202102 041 063 015
20210211 202102 051 105 051
20210211 202102 202 035 074
20210211 202102 203 086 031
20210211 202102 204 087 037
20210211 202102 205 091 058
20210211 202102 301 052 072
20210211 202102 302 036 041
20210211 202102 303 025 013
20210211 202102 304 044 045
20210211 202102 305 034 056
20210211 202102 306 037 057
20210211 202102 307 085 076
20210211 202102 308 047 024
20210211 202102 309 046 005
20210211 202102 310 033 002
20210211 202102 311 053 025
20210211 202102 312 045 065
20210211 202102 313 023 010
20210211 202102 314 027 011
20210211 202102 315 021 073
20210211 202102 316 022 052
20210211 202102 317 015 038
20210211 202102 318 026 078
20210211 202102 319 062 023
20210211 202102 320 032 020
20210211 202102 321 042 030
20210211 202102 322 084 062
20210211 202102 323 043 040
20210211 202102 324 075 055
20210211 202102 325 076 044
20210211 202102 326 082 034
20210211 202102 327 081 017
20210211 202102 328 083 048
20210211 202102 329 088 029
20210211 202102 330 092 075
20210211 202102 401 079 068
20210211 202102 403 074 070
20210211 202102 404 073 071
20210211 202102 405 072 060
20210211 202102 406 071 081
20210211 202102 407 041 021
20210211 202102 408 031 049
20210211 202102 409 016 036
20210211 202102 410 024 039
20210211 202102 411 014 077
20210211 202102 412 013 043
20210211 202102 413 028 042
20210211 202102 414 038 035
20210211 202102 415 048 067
20210211 202102 416 058 063
20210211 202102 417 068 016
20210211 202102 418 057 064
20210211 202102 419 040 046
20210211 202102 420 030 050
20210211 202102 422 078 069
20210211 202102 423 089 066
20210211 202102 424 039 053
20210211 202102 425 049 059
20210211 202102 426 095 004
20210211 202102 427 061 007
20210212 202102 008 093 054
20210212 202102 012 106 033
20210212 202102 013 103 019
20210212 202102 016 104 026
20210212 202102 017 097 022
20210212 202102 025 067 032
20210212 202102 027 098 001
20210212 202102 032 094 028
20210212 202102 038 096 014
20210212 202102 041 063 015
20210212 202102 051 105 051
20210212 202102 202 035 074
20210212 202102 203 086 031
20210212 202102 204 087 037
20210212 202102 205 091 058
20210212 202102 301 052 072
20210212 202102 302 036 041
20210212 202102 303 025 013
20210212 202102 304 044 045
20210212 202102 305 034 056
20210212 202102 306 037 057
20210212 202102 307 085 076
20210212 202102 308 047 024
20210212 202102 309 046 005
20210212 202102 310 033 002
20210212 202102 311 053 025
20210212 202102 312 045 065
20210212 202102 313 023 010
20210212 202102 314 027 011
20210212 202102 315 021 073
20210212 202102 316 022 052
20210212 202102 317 015 038
20210212 202102 318 026 078
20210212 202102 319 062 023
20210212 202102 320 032 020
20210212 202102 321 042 030
20210212 202102 322 084 062
20210212 202102 323 043 040
20210212 202102 324 075 055
20210212 202102 325 076 044
20210212 202102 326 082 034
20210212 202102 327 081 017
20210212 202102 328 083 048
20210212 202102 329 088 029
20210212 202102 330 092 075
20210212 202102 401 079 068
20210212 202102 403 074 070
20210212 202102 404 073 071
20210212 202102 405 072 060
20210212 202102 406 071 081
20210212 202102 407 041 021
20210212 202102 408 031 049
20210212 202102 409 016 036
20210212 202102 410 024 039
20210212 202102 411 014 077
20210212 202102 412 013 043
20210212 202102 413 028 042
20210212 202102 414 038 035
20210212 202102 415 048 067
20210212 202102 416 058 063
20210212 202102 417 068 016
20210212 202102 418 057 064
20210212 202102 419 040 046
20210212 202102 420 030 050
20210212 202102 422 078 069
20210212 202102 423 089 066
20210212 202102 424 039 053
20210212 202102 425 049 059
20210212 202102 426 095 004
20210212 202102 427 061 007
20210216 202102 008 093 054
20210216 202102 012 106 033
20210216 202102 013 103 019
20210216 202102 016 104 026
20210216 202102 017 097 022
20210216 202102 025 067 032
20210216 202102 027 098 001
20210216 202102 032 094 028
20210216 202102 038 096 014
20210216 202102 041 063 015
20210216 202102 051 105 051
20210216 202102 202 035 074
20210216 202102 203 086 031
20210216 202102 204 087 037
20210216 202102 205 091 058
20210216 202102 301 052 072
20210216 202102 302 036 041
20210216 202102 303 025 013
20210216 202102 304 044 045
20210216 202102 305 034 056
20210216 202102 306 037 057
20210216 202102 307 085 076
20210216 202102 308 047 024
20210216 202102 309 046 005
20210216 202102 310 033 002
20210216 202102 311 053 025
20210216 202102 312 045 065
20210216 202102 313 023 010
20210216 202102 314 027 011
20210216 202102 315 021 073
20210216 202102 316 022 052
20210216 202102 317 015 038
20210216 202102 318 026 078
20210216 202102 319 062 023
20210216 202102 320 032 020
20210216 202102 321 042 030
20210216 202102 322 084 062
20210216 202102 323 043 040
20210216 202102 324 075 055
20210216 202102 325 076 044
20210216 202102 326 082 034
20210216 202102 327 081 017
20210216 202102 328 083 048
20210216 202102 329 088 029
20210216 202102 330 092 075
20210216 202102 401 079 068
20210216 202102 403 074 070
20210216 202102 404 073 071
20210216 202102 405 072 060
20210216 202102 406 071 081
20210216 202102 407 041 021
20210216 202102 408 031 049
20210216 202102 409 016 036
20210216 202102 410 024 039
20210216 202102 411 014 077
20210216 202102 412 013 043
20210216 202102 413 028 042
20210216 202102 414 038 035
20210216 202102 415 048 067
20210216 202102 416 058 063
20210216 202102 417 068 016
20210216 202102 418 057 064
20210216 202102 419 040 046
20210216 202102 420 030 050
20210216 202102 422 078 069
20210216 202102 423 089 066
20210216 202102 424 039 053
20210216 202102 425 049 059
20210216 202102 426 095 004
20210216 202102 427 061 007
20210219 202102 008 093 054
20210219 202102 012 106 033
20210219 202102 013 103 019
20210219 202102 016 104 026
20210219 202102 017 097 022
20210219 202102 025 067 032
20210219 202102 027 098 001
20210219 202102 032 094 028
20210219 202102 038 096 014
20210219 202102 041 063 015
20210219 202102 051 105 051
20210219 202102 202 035 074
20210219 202102 203 086 031
20210219 202102 204 087 037
20210219 202102 205 091 058
20210219 202102 301 052 072
20210219 202102 302 036 041
20210219 202102 303 025 013
20210219 202102 304 044 045
20210219 202102 305 034 056
20210219 202102 306 037 057
20210219 202102 307 085 076
20210219 202102 308 047 024
20210219 202102 309 046 005
20210219 202102 310 033 002
20210219 202102 311 053 025
20210219 202102 312 045 065
20210219 202102 313 023 010
20210219 202102 314 027 011
20210219 202102 315 021 073
20210219 202102 316 022 052
20210219 202102 317 015 038
20210219 202102 318 026 078
20210219 202102 319 062 023
20210219 202102 320 032 020
20210219 202102 321 042 030
20210219 202102 322 084 062
20210219 202102 323 043 040
20210219 202102 324 075 055
20210219 202102 325 076 044
20210219 202102 326 082 034
20210219 202102 327 081 017
20210219 202102 328 083 048
20210219 202102 329 088 029
20210219 202102 330 092 075
20210219 202102 401 079 068
20210219 202102 403 074 070
20210219 202102 404 073 071
20210219 202102 405 072 060
20210219 202102 406 071 081
20210219 202102 407 041 021
20210219 202102 408 031 049
20210219 202102 409 016 036
20210219 202102 410 024 039
20210219 202102 411 014 077
20210219 202102 412 013 043
20210219 202102 413 028 042
20210219 202102 414 038 035
20210219 202102 415 048 067
20210219 202102 416 058 063
20210219 202102 417 068 016
20210219 202102 418 057 064
20210219 202102 419 040 046
20210219 202102 420 030 050
20210219 202102 422 078 069
20210219 202102 423 089 066
20210219 202102 424 039 053
20210219 202102 425 049 059
20210219 202102 426 095 004
20210219 202102 427 061 007
20210220 202102 008 093 054
20210220 202102 012 106 033
20210220 202102 013 103 019
20210220 202102 016 104 026
20210220 202102 017 097 022
20210220 202102 025 067 032
20210220 202102 027 098 001
20210220 202102 032 094 028
20210220 202102 038 096 014
20210220 202102 041 063 015
20210220 202102 051 105 051
20210220 202102 202 035 074
20210220 202102 203 086 031
20210220 202102 204 087 037
20210220 202102 205 091 058
20210220 202102 301 052 072
20210220 202102 302 036 041
20210220 202102 303 025 013
20210220 202102 304 044 045
20210220 202102 305 034 056
20210220 202102 306 037 057
20210220 202102 307 085 076
20210220 202102 308 047 024
20210220 202102 309 046 005
20210220 202102 310 033 002
20210220 202102 311 053 025
20210220 202102 312 045 065
20210220 202102 313 023 010
20210220 202102 314 027 011
20210220 202102 315 021 073
20210220 202102 316 022 052
20210220 202102 317 015 038
20210220 202102 318 026 078
20210220 202102 319 062 023
20210220 202102 320 032 020
20210220 202102 321 042 030
20210220 202102 322 084 062
20210220 202102 323 043 040
20210220 202102 324 075 055
20210220 202102 325 076 044
20210220 202102 326 082 034
20210220 202102 327 081 017
20210220 202102 328 083 048
20210220 202102 329 088 029
20210220 202102 330 092 075
20210220 202102 401 079 068
20210220 202102 403 074 070
20210220 202102 404 073 071
20210220 202102 405 072 060
20210220 202102 406 071 081
20210220 202102 407 041 021
20210220 202102 408 031 049
20210220 202102 409 016 036
20210220 202102 410 024 039
20210220 202102 411 014 077
20210220 202102 412 013 043
20210220 202102 413 028 042
20210220 202102 414 038 035
20210220 202102 415 048 067
20210220 202102 416 058 063
20210220 202102 417 068 016
20210220 202102 418 057 064
20210220 202102 419 040 046
20210220 202102 420 030 050
20210220 202102 422 078 069
20210220 202102 423 089 066
20210220 202102 424 039 053
20210220 202102 425 049 059
20210220 202102 426 095 004
20210220 202102 427 061 007
20210221 202102 008 093 054
20210221 202102 012 106 033
20210221 202102 013 103 019
20210221 202102 016 104 026
20210221 202102 017 097 022
20210221 202102 025 067 032
20210221 202102 027 098 001
20210221 202102 032 094 028
20210221 202102 038 096 014
20210221 202102 041 063 015
20210221 202102 051 105 051
20210221 202102 202 035 074
20210221 202102 203 086 031
20210221 202102 204 087 037
20210221 202102 205 091 058
20210221 202102 301 052 072
20210221 202102 302 036 041
20210221 202102 303 025 013
20210221 202102 304 044 045
20210221 202102 305 034 056
20210221 202102 306 037 057
20210221 202102 307 085 076
20210221 202102 308 047 024
20210221 202102 309 046 005
20210221 202102 310 033 002
20210221 202102 311 053 025
20210221 202102 312 045 065
20210221 202102 313 023 010
20210221 202102 314 027 011
20210221 202102 315 021 073
20210221 202102 316 022 052
20210221 202102 317 015 038
20210221 202102 318 026 078
20210221 202102 319 062 023
20210221 202102 320 032 020
20210221 202102 321 042 030
20210221 202102 322 084 062
