 -0.032   0.033   1.193  -0.773   1.268   0.740 20180421 011
  0.000  -0.068   1.229  -0.657   1.201   0.725 20180421 012
  0.018  -0.026   1.296  -0.677   1.115   0.704 20180421 013
  0.105   0.056   1.262  -0.592   1.064   0.536 20180421 014
  0.031  -0.048   1.229  -0.649   1.169   0.698 20180423 012
  1.474  -0.056   0.435   0.793   0.521  -0.738 20180423 014
  1.224  -0.090   0.587   0.411   0.619  -0.322 20180423 015
  1.500  -0.051   0.494   0.613   0.436  -0.561 20180423 016
 -0.023   0.001   1.250  -0.685   1.204   0.683 20180423 017
 -0.022   0.017   1.260  -0.783   1.191   0.766 20180424 019
 -0.016   0.014   1.079  -0.766   1.367   0.752 20180424 020
  0.063   0.080   1.250  -0.621   1.117   0.540 20180424 021
 -0.032   0.132   1.245  -0.637   1.217   0.504 20180424 022
 -0.104  -0.643   1.283  -0.361   1.251   1.005 20180505 007
  0.005   0.020   1.248  -0.658   1.176   0.637 20180505 008
  0.019   0.070   1.185  -0.763   1.225   0.694 20180505 009
 -0.021  -0.029   1.221  -0.724   1.229   0.753 20180505 010
  0.012   0.016   1.238  -0.775   1.181   0.760 20180506 009
  0.071  -0.059   1.112  -0.825   1.247   0.883 20180506 010
  0.208   0.074   1.213  -0.466   1.009   0.392 20180506 011
  0.021  -0.025   1.287  -0.654   1.122   0.680 20180506 012
  0.124  -0.055   1.167  -0.592   1.139   0.648 20180507 008
 -0.014  -0.062   1.266  -0.707   1.179   0.769 20180507 009
  0.022   0.039   1.170  -0.718   1.238   0.679 20180507 010
 -0.022   0.080   1.207  -0.779   1.246   0.700 20180507 011
 -0.029  -0.025   1.177  -0.681   1.282   0.705 20180507 012
 -0.019   0.078   1.219  -0.745   1.231   0.668 20180507 013
 -0.081  -0.054   1.309  -0.683   1.202   0.738 20180507 014
 -0.075   0.060   1.193  -0.683   1.311   0.624 20180507 015
  0.080   0.003   1.110  -0.593   1.239   0.589 20180508 007
 -0.091   0.050   1.243  -0.650   1.279   0.600 20180508 008
  0.030   0.045   1.251  -0.569   1.150   0.523 20180508 009
  0.541   0.127   1.052  -0.360   0.836   0.232 20180508 010
 -0.024   0.200   1.134  -0.766   1.319   0.566 20180508 015
 -0.058   0.081   1.192  -0.715   1.297   0.634 20180508 016
 -0.032   0.005   1.198  -0.731   1.265   0.726 20180509 007
 -0.039   0.002   1.219  -0.726   1.251   0.724 20180509 008
 -0.053  -0.034   1.226  -0.627   1.256   0.660 20180509 009
 -0.031  -0.010   1.221  -0.693   1.240   0.704 20180509 010
  0.039   0.014   1.125  -0.760   1.267   0.745 20180510 004
  0.005   0.016   1.257  -0.659   1.169   0.644 20180510 007
  0.039  -0.006   1.207  -0.679   1.183   0.685 20180510 009
  0.021  -0.016   1.142  -0.711   1.267   0.727 20180510 010
 -0.015   0.022   1.228  -0.691   1.218   0.668 20180510 015
  0.010  -0.012   1.203  -0.666   1.218   0.678 20180510 016
 -0.072   0.061   1.241  -0.726   1.260   0.664 20180511 009
  0.020  -0.011   1.226  -0.676   1.184   0.688 20180511 010
 -0.014  -0.030   1.299  -0.771   1.145   0.801 20180511 011
  0.025   0.161   1.251  -0.723   1.155   0.561 20180511 014
 -0.047   0.024   1.106  -0.685   1.371   0.661 20180511 015
 -0.018   0.088   1.265  -0.743   1.182   0.656 20180511 022
 -0.104   0.021   1.258  -0.756   1.276   0.734 20180511 023
 -0.110   0.070   1.211  -0.746   1.328   0.675 20180511 024
  0.022  -0.003   1.187  -0.683   1.221   0.686 20180511 025
 -0.004   0.019   1.251  -0.757   1.183   0.739 20180511 026
 -0.174   0.037   1.402  -0.737   1.203   0.700 20180511 027
 -0.083   0.050   1.231  -0.799   1.281   0.749 20180512 009
 -0.210   0.078   1.222  -0.696   1.418   0.618 20180512 010
  0.104  -0.104   1.134  -0.702   1.192   0.805 20180512 011
  0.006  -0.054   1.174  -0.638   1.250   0.691 20180513 007
  0.272   0.063   1.131  -0.473   1.026   0.409 20180513 008
  0.137   0.110   1.306  -0.707   0.988   0.598 20180513 009
  0.042  -0.023   1.206  -0.687   1.182   0.709 20180513 010
 -0.018   0.001   1.225  -0.552   1.223   0.550 20180513 011
  0.090   0.163   1.305  -0.718   1.036   0.554 20180513 012
 -0.019  -0.070   1.420  -0.658   1.030   0.728 20180513 013
 -0.036   0.060   1.195  -0.767   1.272   0.706 20180513 014
  0.110   0.092   1.350  -0.634   0.969   0.542 20180514 002
  0.041   0.052   1.271  -0.716   1.118   0.664 20180514 011
 -0.047   0.006   1.197  -0.692   1.281   0.687 20180514 012
 -0.020  -0.017   1.257  -0.722   1.192   0.739 20180514 013
  0.067   0.048   1.169  -0.750   1.195   0.701 20180514 014
  0.808   0.018   0.819  -0.041   0.804   0.023 20180514 015
 -0.018   0.018   1.260  -0.779   1.188   0.762 20180515 005
  0.019   0.081   1.212  -0.695   1.200   0.615 20180515 006
 -0.020  -0.005   1.219  -0.694   1.231   0.700 20180515 007
 -0.027   0.035   1.208  -0.701   1.248   0.665 20180515 009
