 3540.0   0.04436   0.00465   1.18479    956
 3640.0   0.06113   0.00516   1.06678    956
 3740.0   0.07562   0.00627   0.99752    956
 3840.0   0.09023   0.00710   0.97732    956
 3940.0   0.10315   0.00670   0.96836    956
 4040.0   0.12009   0.00473   1.01575    956
 4140.0   0.13125   0.00410   1.03018    956
 4240.0   0.13318   0.00469   0.99215    956
 4340.0   0.13791   0.00288   0.99285    956
 4440.0   0.14249   0.00199   1.00508    956
 4540.0   0.14702   0.00208   1.02758    956
 4640.0   0.14831   0.00227   1.03546    956
 4740.0   0.14476   0.00177   1.01600    956
 4840.0   0.14058   0.00200   0.99619    956
 4940.0   0.13808   0.00215   0.99112    956
 5040.0   0.13525   0.00269   0.98714    956
 5140.0   0.13045   0.00403   0.97208    956
 5240.0   0.13022   0.00335   0.99817    956
 5340.0   0.12453   0.00376   0.99335    956
 5440.0   0.11824   0.00376   1.00149    956
 5540.0   0.11335   0.00379   1.05481    956
