1.041 /scratch/projects/hetdex/lib_calib/202301/i013aLLata.dat                        
0.959 /scratch/projects/hetdex/lib_calib/202301/i013aLUata.dat                        
0.989 /scratch/projects/hetdex/lib_calib/202301/i013aRLata.dat                        
0.983 /scratch/projects/hetdex/lib_calib/202301/i013aRUata.dat                        
0.988 /scratch/projects/hetdex/lib_calib/202301/i014aLLata.dat                        
0.875 /scratch/projects/hetdex/lib_calib/202301/i014aLUata.dat                        
0.953 /scratch/projects/hetdex/lib_calib/202301/i014aRLata.dat                        
1.050 /scratch/projects/hetdex/lib_calib/202301/i014aRUata.dat                        
1.005 /scratch/projects/hetdex/lib_calib/202301/i015aLLata.dat                        
1.057 /scratch/projects/hetdex/lib_calib/202301/i015aLUata.dat                        
0.992 /scratch/projects/hetdex/lib_calib/202301/i015aRLata.dat                        
0.993 /scratch/projects/hetdex/lib_calib/202301/i015aRUata.dat                        
1.031 /scratch/projects/hetdex/lib_calib/202301/i016aLLata.dat                        
0.927 /scratch/projects/hetdex/lib_calib/202301/i016aLUata.dat                        
1.024 /scratch/projects/hetdex/lib_calib/202301/i016aRLata.dat                        
1.022 /scratch/projects/hetdex/lib_calib/202301/i016aRUata.dat                        
1.072 /scratch/projects/hetdex/lib_calib/202301/i021aLLata.dat                        
1.117 /scratch/projects/hetdex/lib_calib/202301/i021aLUata.dat                        
1.064 /scratch/projects/hetdex/lib_calib/202301/i021aRLata.dat                        
1.045 /scratch/projects/hetdex/lib_calib/202301/i021aRUata.dat                        
1.105 /scratch/projects/hetdex/lib_calib/202301/i022aLLata.dat                        
1.044 /scratch/projects/hetdex/lib_calib/202301/i022aLUata.dat                        
0.912 /scratch/projects/hetdex/lib_calib/202301/i022aRLata.dat                        
0.850 /scratch/projects/hetdex/lib_calib/202301/i022aRUata.dat                        
1.039 /scratch/projects/hetdex/lib_calib/202301/i023aLLata.dat                        
1.008 /scratch/projects/hetdex/lib_calib/202301/i023aLUata.dat                        
1.004 /scratch/projects/hetdex/lib_calib/202301/i023aRLata.dat                        
0.860 /scratch/projects/hetdex/lib_calib/202301/i023aRUata.dat                        
1.056 /scratch/projects/hetdex/lib_calib/202301/i024aLLata.dat                        
0.960 /scratch/projects/hetdex/lib_calib/202301/i024aLUata.dat                        
0.940 /scratch/projects/hetdex/lib_calib/202301/i024aRLata.dat                        
0.903 /scratch/projects/hetdex/lib_calib/202301/i024aRUata.dat                        
1.128 /scratch/projects/hetdex/lib_calib/202301/i025aLLata.dat                        
1.081 /scratch/projects/hetdex/lib_calib/202301/i025aLUata.dat                        
1.147 /scratch/projects/hetdex/lib_calib/202301/i025aRLata.dat                        
1.163 /scratch/projects/hetdex/lib_calib/202301/i025aRUata.dat                        
1.058 /scratch/projects/hetdex/lib_calib/202301/i026aLLata.dat                        
1.036 /scratch/projects/hetdex/lib_calib/202301/i026aLUata.dat                        
0.973 /scratch/projects/hetdex/lib_calib/202301/i026aRLata.dat                        
0.875 /scratch/projects/hetdex/lib_calib/202301/i026aRUata.dat                        
0.924 /scratch/projects/hetdex/lib_calib/202301/i027aLLata.dat                        
0.860 /scratch/projects/hetdex/lib_calib/202301/i027aLUata.dat                        
1.110 /scratch/projects/hetdex/lib_calib/202301/i027aRLata.dat                        
1.045 /scratch/projects/hetdex/lib_calib/202301/i027aRUata.dat                        
1.059 /scratch/projects/hetdex/lib_calib/202301/i028aLLata.dat                        
1.027 /scratch/projects/hetdex/lib_calib/202301/i028aLUata.dat                        
0.897 /scratch/projects/hetdex/lib_calib/202301/i028aRLata.dat                        
1.002 /scratch/projects/hetdex/lib_calib/202301/i028aRUata.dat                        
0.827 /scratch/projects/hetdex/lib_calib/202301/i030aLLata.dat                        
0.859 /scratch/projects/hetdex/lib_calib/202301/i030aLUata.dat                        
1.201 /scratch/projects/hetdex/lib_calib/202301/i030aRLata.dat                        
1.020 /scratch/projects/hetdex/lib_calib/202301/i030aRUata.dat                        
1.089 /scratch/projects/hetdex/lib_calib/202301/i031aLLata.dat                        
1.024 /scratch/projects/hetdex/lib_calib/202301/i031aLUata.dat                        
1.047 /scratch/projects/hetdex/lib_calib/202301/i031aRLata.dat                        
0.944 /scratch/projects/hetdex/lib_calib/202301/i031aRUata.dat                        
1.107 /scratch/projects/hetdex/lib_calib/202301/i032aLLata.dat                        
1.046 /scratch/projects/hetdex/lib_calib/202301/i032aLUata.dat                        
1.019 /scratch/projects/hetdex/lib_calib/202301/i032aRLata.dat                        
0.954 /scratch/projects/hetdex/lib_calib/202301/i032aRUata.dat                        
0.930 /scratch/projects/hetdex/lib_calib/202301/i033aLLata.dat                        
0.934 /scratch/projects/hetdex/lib_calib/202301/i033aLUata.dat                        
1.056 /scratch/projects/hetdex/lib_calib/202301/i033aRLata.dat                        
1.058 /scratch/projects/hetdex/lib_calib/202301/i033aRUata.dat                        
1.051 /scratch/projects/hetdex/lib_calib/202301/i034aLLata.dat                        
1.033 /scratch/projects/hetdex/lib_calib/202301/i034aLUata.dat                        
0.956 /scratch/projects/hetdex/lib_calib/202301/i034aRLata.dat                        
0.938 /scratch/projects/hetdex/lib_calib/202301/i034aRUata.dat                        
1.079 /scratch/projects/hetdex/lib_calib/202301/i035aLLata.dat                        
1.054 /scratch/projects/hetdex/lib_calib/202301/i035aLUata.dat                        
0.915 /scratch/projects/hetdex/lib_calib/202301/i035aRLata.dat                        
0.893 /scratch/projects/hetdex/lib_calib/202301/i035aRUata.dat                        
0.978 /scratch/projects/hetdex/lib_calib/202301/i036aLLata.dat                        
0.885 /scratch/projects/hetdex/lib_calib/202301/i036aLUata.dat                        
0.905 /scratch/projects/hetdex/lib_calib/202301/i036aRLata.dat                        
0.865 /scratch/projects/hetdex/lib_calib/202301/i036aRUata.dat                        
1.116 /scratch/projects/hetdex/lib_calib/202301/i037aLLata.dat                        
1.076 /scratch/projects/hetdex/lib_calib/202301/i037aLUata.dat                        
0.954 /scratch/projects/hetdex/lib_calib/202301/i037aRLata.dat                        
0.994 /scratch/projects/hetdex/lib_calib/202301/i037aRUata.dat                        
0.999 /scratch/projects/hetdex/lib_calib/202301/i038aLLata.dat                        
1.060 /scratch/projects/hetdex/lib_calib/202301/i038aLUata.dat                        
1.058 /scratch/projects/hetdex/lib_calib/202301/i038aRLata.dat                        
1.038 /scratch/projects/hetdex/lib_calib/202301/i038aRUata.dat                        
1.075 /scratch/projects/hetdex/lib_calib/202301/i039aLLata.dat                        
1.050 /scratch/projects/hetdex/lib_calib/202301/i039aLUata.dat                        
1.011 /scratch/projects/hetdex/lib_calib/202301/i039aRLata.dat                        
0.986 /scratch/projects/hetdex/lib_calib/202301/i039aRUata.dat                        
0.783 /scratch/projects/hetdex/lib_calib/202301/i040aLLata.dat                        
0.842 /scratch/projects/hetdex/lib_calib/202301/i040aLUata.dat                        
0.694 /scratch/projects/hetdex/lib_calib/202301/i040aRLata.dat                        
0.650 /scratch/projects/hetdex/lib_calib/202301/i040aRUata.dat                        
0.854 /scratch/projects/hetdex/lib_calib/202301/i041aLLata.dat                        
0.845 /scratch/projects/hetdex/lib_calib/202301/i041aLUata.dat                        
0.964 /scratch/projects/hetdex/lib_calib/202301/i041aRLata.dat                        
