0.005 0.015 0.031 0.058 0.088 0.113 0.129 0.132 0.128 0.112 0.086 0.056 0.029 0.015 0.004 202301 013  LL
0.002 0.024 0.042 0.063 0.083 0.106 0.122 0.127 0.123 0.103 0.076 0.054 0.034 0.029 0.014 202301 013  LU
0.005 0.019 0.028 0.056 0.084 0.111 0.129 0.132 0.129 0.112 0.085 0.057 0.030 0.018 0.005 202301 013  RL
0.006 0.017 0.032 0.059 0.087 0.112 0.128 0.131 0.128 0.111 0.084 0.055 0.030 0.016 0.005 202301 013  RU
0.004 0.013 0.028 0.056 0.087 0.114 0.131 0.135 0.132 0.112 0.085 0.055 0.029 0.014 0.004 202301 014  LL
0.003 0.013 0.026 0.056 0.086 0.114 0.132 0.135 0.131 0.114 0.087 0.056 0.027 0.016 0.004 202301 014  LU
0.003 0.020 0.036 0.056 0.083 0.109 0.128 0.131 0.128 0.108 0.082 0.055 0.036 0.022 0.003 202301 014  RL
0.004 0.013 0.028 0.056 0.087 0.114 0.131 0.135 0.131 0.112 0.086 0.057 0.029 0.013 0.003 202301 014  RU
0.000 0.004 0.021 0.055 0.087 0.118 0.145 0.149 0.143 0.120 0.090 0.050 0.016 0.004 0.000 202301 015  LL
0.000 0.005 0.019 0.055 0.089 0.120 0.136 0.140 0.136 0.118 0.090 0.055 0.024 0.012 0.002 202301 015  LU
0.000 0.004 0.021 0.050 0.089 0.122 0.140 0.142 0.134 0.116 0.091 0.057 0.027 0.008 0.000 202301 015  RL
0.000 0.003 0.017 0.054 0.091 0.123 0.141 0.140 0.139 0.121 0.092 0.054 0.019 0.006 0.000 202301 015  RU
0.005 0.019 0.035 0.062 0.088 0.109 0.124 0.128 0.127 0.111 0.086 0.057 0.029 0.015 0.005 202301 016  LL
0.002 0.017 0.034 0.057 0.085 0.111 0.128 0.132 0.129 0.111 0.084 0.054 0.032 0.019 0.003 202301 016  LU
0.005 0.020 0.032 0.055 0.084 0.110 0.128 0.131 0.129 0.112 0.085 0.058 0.032 0.016 0.002 202301 016  RL
0.003 0.012 0.028 0.057 0.089 0.115 0.131 0.134 0.130 0.113 0.087 0.057 0.029 0.013 0.003 202301 016  RU
0.000 0.004 0.020 0.057 0.094 0.121 0.136 0.138 0.134 0.118 0.093 0.058 0.022 0.006 0.000 202301 021  LL
0.000 0.009 0.022 0.059 0.090 0.118 0.136 0.139 0.136 0.119 0.091 0.053 0.019 0.008 0.001 202301 021  LU
0.000 0.003 0.018 0.054 0.095 0.123 0.141 0.143 0.140 0.125 0.093 0.057 0.013 0.000 0.000 202301 021  RL
0.000 0.000 0.021 0.062 0.096 0.120 0.137 0.143 0.141 0.125 0.096 0.053 0.013 0.000 0.000 202301 021  RU
0.000 0.007 0.025 0.060 0.091 0.115 0.134 0.139 0.134 0.118 0.091 0.055 0.022 0.008 0.001 202301 022  LL
0.000 0.003 0.015 0.055 0.092 0.122 0.137 0.142 0.138 0.120 0.093 0.055 0.020 0.008 0.001 202301 022  LU
0.000 0.000 0.019 0.053 0.094 0.123 0.140 0.143 0.140 0.124 0.094 0.052 0.019 0.001 0.000 202301 022  RL
0.000 0.000 0.020 0.060 0.094 0.121 0.139 0.144 0.142 0.124 0.094 0.052 0.014 0.001 0.000 202301 022  RU
0.000 0.002 0.016 0.054 0.093 0.122 0.141 0.143 0.138 0.120 0.093 0.056 0.019 0.004 0.000 202301 023  LL
0.000 0.000 0.014 0.052 0.089 0.126 0.144 0.146 0.142 0.122 0.094 0.052 0.018 0.004 0.000 202301 023  LU
0.000 0.003 0.023 0.053 0.088 0.121 0.140 0.140 0.134 0.119 0.093 0.054 0.025 0.006 0.000 202301 023  RL
0.000 0.005 0.026 0.061 0.092 0.117 0.137 0.145 0.145 0.124 0.089 0.046 0.012 0.001 0.000 202301 023  RU
0.006 0.021 0.036 0.061 0.085 0.108 0.126 0.131 0.130 0.111 0.082 0.053 0.029 0.016 0.006 202301 024  LL
0.002 0.014 0.030 0.053 0.087 0.114 0.132 0.135 0.132 0.113 0.086 0.055 0.032 0.014 0.002 202301 024  LU
0.006 0.023 0.033 0.056 0.084 0.108 0.129 0.134 0.132 0.115 0.084 0.054 0.027 0.012 0.001 202301 024  RL
0.004 0.013 0.028 0.058 0.088 0.114 0.131 0.134 0.131 0.113 0.086 0.056 0.028 0.013 0.003 202301 024  RU
0.002 0.010 0.028 0.060 0.090 0.115 0.131 0.135 0.132 0.116 0.089 0.055 0.025 0.010 0.001 202301 025  LL
0.000 0.004 0.018 0.058 0.091 0.121 0.136 0.139 0.136 0.119 0.094 0.055 0.020 0.008 0.000 202301 025  LU
0.000 0.006 0.021 0.057 0.090 0.119 0.135 0.139 0.137 0.119 0.091 0.053 0.021 0.009 0.001 202301 025  RL
0.003 0.014 0.030 0.058 0.088 0.113 0.129 0.133 0.131 0.113 0.085 0.056 0.029 0.013 0.003 202301 025  RU
0.000 0.003 0.024 0.062 0.094 0.118 0.135 0.141 0.139 0.123 0.093 0.051 0.016 0.002 0.000 202301 026  LL
0.000 0.007 0.020 0.053 0.090 0.120 0.140 0.144 0.139 0.122 0.089 0.054 0.017 0.005 0.000 202301 026  LU
0.000 0.000 0.012 0.056 0.092 0.124 0.141 0.146 0.143 0.123 0.095 0.053 0.016 0.003 0.000 202301 026  RL
0.000 0.000 0.014 0.054 0.094 0.126 0.146 0.148 0.142 0.124 0.096 0.055 0.016 0.000 0.000 202301 026  RU
0.000 0.001 0.018 0.055 0.093 0.122 0.138 0.141 0.138 0.119 0.092 0.057 0.022 0.005 0.000 202301 027  LL
