multiframe start_shot stop_shot num_shots mf_ifu done id
multi_407_041_021_LU 20190720v014 20240731v009 5271 multi_407_041_021 False 350
multi_407_041_021_LL 20190720v014 20240731v009 5255 multi_407_041_021 False 351
multi_407_041_021_RU 20190720v014 20240731v009 5203 multi_407_041_021 False 352
multi_402_077_061_RL 20190720v014 20240731v009 4845 multi_402_077_061 False 353
multi_402_077_061_LU 20190720v014 20240731v009 4845 multi_402_077_061 False 354
multi_402_077_061_LL 20190720v014 20240731v009 4842 multi_402_077_061 False 355
multi_402_077_061_RU 20190720v014 20240731v009 4845 multi_402_077_061 False 356
multi_403_074_070_LL 20190726v012 20240731v009 5190 multi_403_074_070 False 357
multi_403_074_070_LU 20190726v012 20240731v009 5242 multi_403_074_070 False 358
multi_403_074_070_RL 20190726v012 20240731v009 5159 multi_403_074_070 False 359
multi_403_074_070_RU 20190726v012 20240731v009 5242 multi_403_074_070 False 360
multi_406_071_081_RU 20190730v003 20240731v009 5242 multi_406_071_081 False 361
multi_406_071_081_RL 20190730v003 20240731v009 5242 multi_406_071_081 False 362
multi_406_071_081_LL 20190730v003 20240731v009 5242 multi_406_071_081 False 363
multi_406_071_081_LU 20190730v003 20240731v009 5225 multi_406_071_081 False 364
multi_408_031_049_LL 20190822v014 20240731v009 5180 multi_408_031_049 False 365
multi_408_031_049_LU 20190822v014 20240731v009 5180 multi_408_031_049 False 366
multi_408_031_049_RL 20190822v014 20240731v009 5180 multi_408_031_049 False 367
multi_408_031_049_RU 20190822v014 20240731v009 5180 multi_408_031_049 False 368
multi_410_015_038_RU 20190923v008 20191127v003 129 multi_410_015_038 False 369
multi_410_015_038_RL 20190923v008 20191127v003 129 multi_410_015_038 False 370
multi_410_015_038_LU 20190923v008 20191127v003 129 multi_410_015_038 False 371
multi_410_015_038_LL 20190923v008 20191127v003 129 multi_410_015_038 False 372
multi_409_016_036_RU 20190923v008 20240731v009 5103 multi_409_016_036 False 373
multi_409_016_036_RL 20190923v008 20240731v009 5103 multi_409_016_036 False 374
multi_409_016_036_LL 20190923v008 20240731v009 5103 multi_409_016_036 False 375
multi_330_092_075_RU 20190923v008 20240731v009 5075 multi_330_092_075 False 376
multi_330_092_075_LL 20190923v008 20240731v009 5074 multi_330_092_075 False 377
multi_409_016_036_LU 20190923v008 20240731v009 5103 multi_409_016_036 False 378
multi_330_092_075_RL 20190923v008 20240731v009 5075 multi_330_092_075 False 379
multi_330_092_075_LU 20190923v008 20240731v009 5074 multi_330_092_075 False 380
multi_411_014_077_LL 20191018v011 20240731v009 5045 multi_411_014_077 False 381
multi_411_014_077_LU 20191018v011 20240731v009 5045 multi_411_014_077 False 382
multi_411_014_077_RL 20191018v011 20240731v009 4849 multi_411_014_077 False 383
multi_412_013_043_LL 20191018v011 20240731v009 4956 multi_412_013_043 False 384
multi_412_013_043_LU 20191018v011 20240731v009 5039 multi_412_013_043 False 385
multi_412_013_043_RL 20191018v011 20240731v009 5045 multi_412_013_043 False 386
multi_412_013_043_RU 20191018v011 20240731v009 5045 multi_412_013_043 False 387
multi_411_014_077_RU 20191018v011 20240731v009 5045 multi_411_014_077 False 388
multi_414_038_035_RU 20191022v015 20240731v009 4888 multi_414_038_035 False 389
multi_414_038_035_LL 20191022v015 20240731v009 4888 multi_414_038_035 False 390
multi_414_038_035_RL 20191022v015 20240731v009 4888 multi_414_038_035 False 391
multi_414_038_035_LU 20191022v015 20240731v009 4888 multi_414_038_035 False 392
multi_413_028_042_RU 20191022v015 20240731v009 5026 multi_413_028_042 False 393
multi_413_028_042_LU 20191022v015 20240731v009 5026 multi_413_028_042 False 394
multi_413_028_042_LL 20191022v015 20240731v009 5022 multi_413_028_042 False 395
multi_413_028_042_RL 20191022v015 20240731v009 4918 multi_413_028_042 False 396
multi_410_015_039_LL 20191201v016 20200623v014 907 multi_410_015_039 False 397
multi_410_015_039_LU 20191201v016 20200623v014 907 multi_410_015_039 False 398
multi_410_015_039_RL 20191201v016 20200623v014 907 multi_410_015_039 False 399
multi_410_015_039_RU 20191201v016 20200623v014 907 multi_410_015_039 False 400
multi_415_048_067_LL 20191201v016 20240731v009 4862 multi_415_048_067 False 401
multi_415_048_067_LU 20191201v016 20240731v009 3838 multi_415_048_067 False 402
multi_415_048_067_RL 20191201v016 20240731v009 4862 multi_415_048_067 False 403
multi_415_048_067_RU 20191201v016 20240731v009 4728 multi_415_048_067 False 404
multi_410_024_039_LU 20191202v020 20240731v009 3998 multi_410_024_039 False 405
multi_410_024_039_RU 20191202v020 20240731v009 3823 multi_410_024_039 False 406
multi_410_024_039_RL 20191202v020 20240731v009 3823 multi_410_024_039 False 407
multi_410_024_039_LL 20191202v020 20240731v009 3998 multi_410_024_039 False 408
multi_317_015_038_LU 20191202v020 20240731v009 3992 multi_317_015_038 False 409
multi_317_015_038_RL 20191202v020 20240731v009 3992 multi_317_015_038 False 410
multi_317_015_038_LL 20191202v020 20240731v009 3992 multi_317_015_038 False 411
multi_317_015_038_RU 20191202v020 20240731v009 3992 multi_317_015_038 False 412
multi_401_078_069_LL 20191215v011 20191217v014 9 multi_401_078_069 False 413
multi_401_078_069_LU 20191215v011 20191217v014 9 multi_401_078_069 False 414
multi_401_078_069_RL 20191215v011 20191217v014 9 multi_401_078_069 False 415
multi_401_078_069_RU 20191215v011 20191217v014 9 multi_401_078_069 False 416
multi_317_024_038_LL 20191215v011 20200623v014 778 multi_317_024_038 False 417
multi_317_024_038_LU 20191215v011 20200623v014 778 multi_317_024_038 False 418
multi_317_024_038_RL 20191215v011 20200623v014 778 multi_317_024_038 False 419
multi_317_024_038_RU 20191215v011 20200623v014 778 multi_317_024_038 False 420
multi_417_068_016_LL 20191215v011 20240731v009 4861 multi_417_068_016 False 421
multi_417_068_016_LU 20191215v011 20240731v009 4861 multi_417_068_016 False 422
multi_417_068_016_RL 20191215v011 20240731v009 4861 multi_417_068_016 False 423
multi_417_068_016_RU 20191215v011 20240731v009 4861 multi_417_068_016 False 424
multi_401_079_068_RU 20191218v012 20240731v009 4515 multi_401_079_068 False 425
multi_401_079_068_RL 20191218v012 20240731v009 4515 multi_401_079_068 False 426
multi_401_079_068_LL 20191218v012 20240731v009 4515 multi_401_079_068 False 427
multi_401_079_068_LU 20191218v012 20240731v009 4515 multi_401_079_068 False 428
multi_419_039_053_LL 20200115v013 20200129v035 94 multi_419_039_053 False 429
multi_419_039_053_LU 20200115v013 20200129v035 94 multi_419_039_053 False 430
multi_419_039_053_RL 20200115v013 20200129v035 94 multi_419_039_053 False 431
multi_419_039_053_RU 20200115v013 20200129v035 94 multi_419_039_053 False 432
multi_401_078_068_LL 20200121v008 20200127v034 62 multi_401_078_068 False 433
multi_401_078_068_LU 20200121v008 20200127v034 62 multi_401_078_068 False 434
multi_401_078_068_RL 20200121v008 20200127v034 62 multi_401_078_068 False 435
multi_401_078_068_RU 20200121v008 20200127v034 62 multi_401_078_068 False 436
multi_421_069_006_RU 20200125v013 20240731v009 3721 multi_421_069_006 False 437
multi_421_069_006_LL 20200125v013 20240731v009 3679 multi_421_069_006 False 438
multi_421_069_006_LU 20200125v013 20240731v009 3721 multi_421_069_006 False 439
multi_421_069_006_RL 20200125v013 20240731v009 3719 multi_421_069_006 False 440
multi_419_040_046_RU 20200201v020 20240731v009 4534 multi_419_040_046 False 441
multi_419_040_046_RL 20200201v020 20240731v009 4623 multi_419_040_046 False 442
multi_419_040_046_LL 20200201v020 20240731v009 4606 multi_419_040_046 False 443
multi_419_040_046_LU 20200201v020 20240731v009 4606 multi_419_040_046 False 444
multi_416_058_063_LL 20200215v018 20240731v009 4597 multi_416_058_063 False 445
multi_416_058_063_LU 20200215v018 20240731v009 4599 multi_416_058_063 False 446
multi_416_058_063_RL 20200215v018 20240731v009 4599 multi_416_058_063 False 447
multi_416_058_063_RU 20200215v018 20240731v009 4496 multi_416_058_063 False 448
multi_418_057_064_LL 20200215v018 20240731v009 4596 multi_418_057_064 False 449
multi_418_057_064_LU 20200215v018 20240731v009 4596 multi_418_057_064 False 450
multi_418_057_064_RL 20200215v018 20240731v009 4596 multi_418_057_064 False 451
multi_418_057_064_RU 20200215v018 20240731v009 4596 multi_418_057_064 False 452
multi_422_078_069_RU 20200315v013 20240731v009 4515 multi_422_078_069 False 453
multi_422_078_069_RL 20200315v013 20240731v009 4515 multi_422_078_069 False 454
multi_422_078_069_LL 20200315v013 20240731v009 4515 multi_422_078_069 False 455
multi_422_078_069_LU 20200315v013 20240731v009 4515 multi_422_078_069 False 456
multi_420_030_050_RL 20200315v013 20240731v009 4546 multi_420_030_050 False 457
multi_420_030_050_LU 20200315v013 20240731v009 4546 multi_420_030_050 False 458
multi_420_030_050_LL 20200315v013 20240731v009 4544 multi_420_030_050 False 459
multi_420_030_050_RU 20200315v013 20240731v009 4454 multi_420_030_050 False 460
multi_424_039_053_RU 20200410v012 20240731v009 4431 multi_424_039_053 False 461
multi_424_039_053_RL 20200410v012 20240731v009 4431 multi_424_039_053 False 462
multi_424_039_053_LU 20200410v012 20240731v009 4431 multi_424_039_053 False 463
multi_424_039_053_LL 20200410v012 20240731v009 4431 multi_424_039_053 False 464
multi_423_089_066_RL 20200410v012 20240731v009 4431 multi_423_089_066 False 465
multi_423_089_066_LU 20200410v012 20240731v009 4431 multi_423_089_066 False 466
multi_423_089_066_LL 20200410v012 20240731v009 4431 multi_423_089_066 False 467
multi_423_089_066_RU 20200410v012 20240731v009 4431 multi_423_089_066 False 468
multi_425_049_059_RU 20200411v011 20240731v009 4439 multi_425_049_059 False 469
multi_425_049_059_LL 20200411v011 20240731v009 4439 multi_425_049_059 False 470
multi_425_049_059_LU 20200411v011 20240731v009 4439 multi_425_049_059 False 471
multi_425_049_059_RL 20200411v011 20240731v009 4439 multi_425_049_059 False 472
multi_426_095_004_RU 20200527v016 20230214v006 2725 multi_426_095_004 False 473
multi_426_095_004_RL 20200527v016 20240731v009 4085 multi_426_095_004 False 474
multi_426_095_004_LL 20200527v016 20240731v009 4002 multi_426_095_004 False 475
multi_426_095_004_LU 20200527v016 20240731v009 4085 multi_426_095_004 False 476
multi_427_061_007_LL 20200616v010 20240731v009 4025 multi_427_061_007 False 477
multi_427_061_007_LU 20200616v010 20240731v009 4025 multi_427_061_007 False 478
multi_427_061_007_RL 20200616v010 20240731v009 4025 multi_427_061_007 False 479
multi_427_061_007_RU 20200616v010 20240731v009 3593 multi_427_061_007 False 480
multi_502_070_047_LL 20210512v009 20240731v009 3086 multi_502_070_047 False 481
multi_502_070_047_LU 20210512v009 20240731v009 3086 multi_502_070_047 False 482
multi_502_070_047_RL 20210512v009 20240731v009 3086 multi_502_070_047 False 483
multi_502_070_047_RU 20210512v009 20240731v009 3086 multi_502_070_047 False 484
multi_501_080_012_RU 20210514v005 20240731v009 3085 multi_501_080_012 False 485
multi_501_080_012_RL 20210514v005 20240731v009 3085 multi_501_080_012 False 486
multi_501_080_012_LL 20210514v005 20240731v009 3085 multi_501_080_012 False 487
multi_501_080_012_LU 20210514v005 20240731v009 3085 multi_501_080_012 False 488
multi_504_050_018_LU 20210529v012 20240731v009 3062 multi_504_050_018 False 489
multi_505_097_022_RL 20210529v012 20240731v009 1849 multi_505_097_022 False 490
multi_505_097_022_LU 20210529v012 20240731v009 3062 multi_505_097_022 False 491
multi_505_097_022_RU 20210529v012 20240731v009 3062 multi_505_097_022 False 492
multi_505_097_022_LL 20210529v012 20240731v009 3062 multi_505_097_022 False 493
multi_504_050_018_RU 20210529v012 20240731v009 3062 multi_504_050_018 False 494
multi_504_050_018_RL 20210529v012 20240731v009 3037 multi_504_050_018 False 495
multi_504_050_018_LL 20210529v012 20240731v009 3062 multi_504_050_018 False 496
multi_206_060_003_RL 20210529v012 20240731v009 3045 multi_206_060_003 False 497
multi_503_051_079_RL 20210529v012 20240731v009 3062 multi_503_051_079 False 498
multi_503_051_079_LU 20210529v012 20240731v009 3062 multi_503_051_079 False 499
multi_503_051_079_LL 20210529v012 20240731v009 3062 multi_503_051_079 False 500
multi_206_060_003_RU 20210529v012 20240731v009 3052 multi_206_060_003 False 501
multi_206_060_003_LU 20210529v012 20240731v009 3053 multi_206_060_003 False 502
multi_206_060_003_LL 20210529v012 20240731v009 1421 multi_206_060_003 False 503
multi_503_051_079_RU 20210529v012 20240731v009 3062 multi_503_051_079 False 504
multi_507_093_054_RU 20210705v015 20240731v009 2979 multi_507_093_054 False 505
multi_507_093_054_RL 20210705v015 20240731v009 2979 multi_507_093_054 False 506
multi_507_093_054_LU 20210705v015 20240731v009 2979 multi_507_093_054 False 507
multi_507_093_054_LL 20210705v015 20240731v009 2979 multi_507_093_054 False 508
multi_506_106_033_RL 20210705v015 20240731v009 2966 multi_506_106_033 False 509
multi_506_106_033_LU 20210705v015 20240731v009 2979 multi_506_106_033 False 510
multi_506_106_033_LL 20210705v015 20240731v009 2906 multi_506_106_033 False 511
multi_506_106_033_RU 20210705v015 20240731v009 2967 multi_506_106_033 False 512
multi_508_059_080_LL 20210818v008 20240731v009 2903 multi_508_059_080 False 513
multi_508_059_080_LU 20210818v008 20240731v009 2903 multi_508_059_080 False 514
multi_508_059_080_RL 20210818v008 20240731v009 2903 multi_508_059_080 False 515
multi_508_059_080_RU 20210818v008 20240731v009 2903 multi_508_059_080 False 516
multi_509_094_028_RU 20210826v008 20240731v009 2899 multi_509_094_028 False 517
multi_509_094_028_RL 20210826v008 20240731v009 2899 multi_509_094_028 False 518
multi_509_094_028_LU 20210826v008 20240731v009 2899 multi_509_094_028 False 519
multi_509_094_028_LL 20210826v008 20240731v009 2894 multi_509_094_028 False 520
multi_510_096_014_LL 20211007v002 20240731v009 2763 multi_510_096_014 False 521
multi_510_096_014_LU 20211007v002 20240731v009 2763 multi_510_096_014 False 522
multi_510_096_014_RL 20211007v002 20240731v009 2763 multi_510_096_014 False 523
multi_510_096_014_RU 20211007v002 20240731v009 2763 multi_510_096_014 False 524
multi_511_063_015_RU 20211212v024 20240731v009 2514 multi_511_063_015 False 525
multi_511_063_015_RL 20211212v024 20240731v009 2510 multi_511_063_015 False 526
multi_511_063_015_LL 20211212v024 20240731v009 2514 multi_511_063_015 False 527
multi_511_063_015_LU 20211212v024 20240731v009 2488 multi_511_063_015 False 528
multi_512_104_026_LL 20211223v008 20240731v009 2496 multi_512_104_026 False 529
multi_512_104_026_LU 20211223v008 20240731v009 2500 multi_512_104_026 False 530
multi_512_104_026_RL 20211223v008 20240731v009 2500 multi_512_104_026 False 531
multi_512_104_026_RU 20211223v008 20240731v009 1791 multi_512_104_026 False 532
multi_513_105_051_LL 20220421v008 20240731v009 2082 multi_513_105_051 False 533
multi_513_105_051_LU 20220421v008 20240731v009 2082 multi_513_105_051 False 534
multi_513_105_051_RL 20220421v008 20240731v009 2082 multi_513_105_051 False 535
multi_513_105_051_RU 20220421v008 20240731v009 2082 multi_513_105_051 False 536
multi_514_103_019_RL 20221020v007 20240731v009 1518 multi_514_103_019 False 537
multi_514_103_019_LL 20221020v007 20240731v009 1518 multi_514_103_019 False 538
multi_514_103_019_LU 20221020v007 20240731v009 1518 multi_514_103_019 False 539
multi_514_103_019_RU 20221020v007 20240731v009 1518 multi_514_103_019 False 540
